	4
"a	1
"a"	6
"a".	1
"aardvark".	1
"aaron"	1
"ace"	1
"ace";	1
"aes")	1
"affiant"	1
"deponent"	1
"e"	1
"father"	1
"father",	1
"hare",	1
"he/she	1
"italics"	1
"major",	1
"make	1
"pad";	1
"perishable"	1
"permanent"	1
"preamble",	1
"roman"	1
"script	1
"sworn	1
"t"),	1
"was".	1
"water"	1
'a',	1
'aleph),	1
(	1
("a").	1
("é‘"),	1
(/ã¦/)	1
(/é‘ë?/)	1
(5th	1
(after	1
(also	1
(and	1
(capital)	1
(declarant)",	1
(declared)	1
(especially	1
(for	1
(named	1
(solicitor),	1
(which,	1
(x,y,z)	1
)	1
,	1
/a/,	2
/e/.	1
/eéª/	1
/ã¤/,	1
/é‘/.	1
15th-century	1
1600	1
1961	1
3	1
3.68%	1
3.95%	1
36,	1
6.22%	1
8th	1
9th	1
</doc>	2
<doc	3
[county/city],	1
[date]	1
[location]	1
[name	1
a	64
a".	1
a+,	1
a,	1
a-,	1
a-list	1
a.	1
abjad	1
able	1
abolishing	1
about	1
absence	1
accept	1
acceptance	3
accepted	3
accompanied	1
act.	1
actual	1
ad),	1
adaptation	1
added	1
addressed	1
administered	1
admissible	2
admission	1
admissions	1
admit	1
admitted	1
adopted	2
advent	1
affiant	3
affiant's	2
affidavit	17
affidavit)	1
affidavit.	3
affidavits	5
affirmation	1
affirmative.	1
after	1
ages,	1
aleph	2
aleph.	1
algebra,	1
all	1
along	2
alpha	1
alpha,	1
alpha.	1
alphabet	7
alphabet's	1
alphabet).	1
alphabet,	2
alphabet.	1
also	4
although	3
american	1
among	1
ampere.	1
an	27
ancestor	1
ancient	2
and	40
angle	3
anglo-irish	1
anglo-saxon	1
apostille	1
apostille,	1
apostilled	1
appear	1
appeared	2
arabic	1
arc	1
arc,	1
are	13
as	31
assigned	1
associations	1
assumptions	1
at	6
attesting	1
attorney	1
australia.	1
authenticated,	1
authenticating	1
authenticity	1
authority.	1
authorized	1
available	1
average,	1
b	1
b,	1
b.c.e.,	1
back	1
bar.	2
base	1
based	1
basic	2
bc,	1
be	20
been	3
before	3
began	1
beginning	1
best	1
better	2
between	1
book-making,	1
border	1
both	1
brassiere.	1
britain.	1
brought	1
but	3
by	25
c	1
c.	1
called	5
can	5
cannot	2
capital	3
caption	1
caroline	2
case,	2
cases	1
cases,	1
celebrities,	1
century	2
century,	1
certain	3
certified	1
certifying	1
children.	1
circle	1
civil	1
civilization	1
clause,	1
clean	1
clockwork	1
close	1
close-mid	1
closely	2
closer,	1
combination;	1
combining	1
commissioner	4
common	3
commonly	1
compared	1
component	1
concert	1
concludes	1
confirm	1
conformant	1
consisting	2
consists	2
consonants,	1
contains	1
convention	1
convention.	1
corresponded	1
corroborating	1
could	1
county/city	1
court	7
court,	1
court.	1
courts	1
cousin,	1
cross	2
cross-examination)	1
crossed	1
cup	1
current	1
currently	1
cursive	3
cursive,	2
cursive.	1
dark	1
dating	1
dead	1
declaration	1
declared	1
demonstrated	1
denote	4
denoted	1
denotes	2
depending	1
deponent	2
derive	1
derived	2
derives.	1
detailed	1
developed	3
different	1
diphthong	1
disbarment.	1
dispositive	1
distinguished	1
do	1
document	2
document's	1
document.	1
documents	1
documents,	1
documents.	1
does	2
double	1
double-storey	1
drafted	1
dropped,	1
due	2
during	1
earliest	2
early	1
economy.	1
effect,	1
effects	1
egyptian	1
empire	1
end	1
england	1
english	5
english.	2
entirely	1
equally,	1
especially	1
etc.	3
etruscan	1
etruscans	1
europe.	1
events	1
everyday	1
evidence	7
evidence,	2
evidence.	2
examples	1
exception	2
exposure	1
extended.	1
fact	1
facts	4
false	1
federal	1
fifth-century	1
filing	1
finally,	1
first	6
follows:	1
fonts	3
for	25
foreign	2
form	7
form,	2
form.	2
format	1
formation	1
forms,	1
forms.	2
forms:	1
forth	1
found	4
france,	1
french.	2
frequently	1
from	7
front	2
fronted	1
further	1
gave	1
generally	1
geometry,	1
given.	1
glottal	1
grade	1
grade"	1
grasp	1
great	2
greek	7
greek,	1
greeks	1
grounds	1
had	2
hague	2
hands	1
handwriting	2
handwriting,	1
handwritten	1
has	2
have	7
having	1
head	2
hearsay	1
hearsay,	1
hebrew	1
held	1
hieroglyphs,	1
him,	1
his	1
history.	1
horizontal	2
horns	1
however	1
however,	2
i	1
id="290"	1
id="795"	1
id="843"	1
if	8
improve	1
in	76
incapacitated,	1
include	2
included	1
including	2
independent	2
india.	1
indian	1
influenced	1
inscribing	1
inscriptions	1
insular	1
intended	1
intermediate	1
international	1
interrogatories.	1
into	2
introductory	1
ireland.	1
irish	1
is	37
iso	1
issues.	1
it	14
it,	1
italian	1
italic	1
italics	1
italy	1
italy,	1
its	6
itself	1
join	1
judicial	2
jurisdiction	1
jurisdictions.	1
jurisprudence,	1
know	1
known	4
knows	1
language,	1
languages	1
languages,	1
languages.	1
languagesâ€”so	1
lapidary	1
later	5
latin	7
latter	1
law	1
law.	1
lawyer	3
left	2
leg	3
leg,	1
legal	2
legalization	2
letter	15
letter,	2
letters	4
letters.	1
line	1
linear	1
lines,	1
local	1
located	1
logic	1
logic,	1
loop	1
loop,	1
lower-case	1
lowercase	1
made	4
made,	1
majuscule	2
majuscule,	1
making	1
many	4
material	2
materials	1
mathematics,	1
matter	2
may	8
me,	1
meaning	2
means	1
medieval	2
mediums.	1
merovingian	1
middle	1
minuscule	3
minuscule.	1
modern	2
monumental	2
monumental.	1
more	3
most	6
motion,	1
motion.	1
motions	1
motivating	1
must	1
name	3
narrow	1
nations	1
native	1
nature	1
near-open	1
need	1
no	2
not	8
notarized	2
notary	2
notation:	1
now	1
number	1
numerous	1
oath	2
oath"	1
oath".	1
oaths	1
oaths,	1
oaths.	3
oaths/solicitor],	1
occurs	1
of	63
officer	2
often	1
omitted.	1
on	6
one	4
only	2
open	2
opponent	1
opposed	1
opposite	1
or	27
orange">	1
order	1
orders	1
ordinarily	1
origin	1
original,	1
orthographic	1
orthography,	1
other	10
others	1
otherwise	1
out,	1
over	1
ox	1
parts	1
party	1
party-opponent	1
penalty	2
peninsula	1
performance,	1
perishable	2
perjury,	1
person	2
person,	2
personally	1
persons	1
phoenician	4
phoneme	1
phonemic	1
phonetic	1
phonetics	1
physics,	1
pictogram	1
place	1
plural	1
presence	1
present	1
present-day	1
preserved	1
press.	1
prestigious	1
prevalent	1
principal	1
printed	2
printing	1
prior	1
procedure	1
proceedings.	2
progressed	1
promotes	1
pronunciation	1
proof	1
proto-sinaitic	1
prove	1
public	2
public,	1
purposes,	1
quality	1
quantities,	1
quantities.	1
rather	1
rays,	1
read	1
reasons.	1
recollection	1
recollection.	1
reference	1
reflected	1
refresh	2
regard	1
related	1
represent	3
representing	1
represents	1
requests	1
require	1
required	2
requirement	1
resembles	1
resembling	1
response	1
restaurants;	1
rests	1
resulting	3
right	2
roman	3
romans	1
rounded	1
rule	1
rule.	1
rules	1
saanich,	1
saw	1
school	1
schoolwork;	1
science.	1
script	4
script,	1
second	1
section	1
segments,	1
semi-uncial	1
semi-uncial,	1
semi-uncial.	1
semicursive	2
semitic	1
sequence	1
serif	1
served	1
serves	1
set	1
set.	1
several	1
severe	1
shift;	1
shoe,	1
shortening	1
showing,	1
shown.	1
si	1
side	1
side,	1
sides	1
sign	2
signature	1
signed	2
signify	1
similar	4
single	1
single-storey	1
six	1
size	2
size,	1
slanting	1
slowly	1
small	2
so	2
society	1
some	5
someone	1
something	1
sometimes	1
sound	3
sound;	1
sounds:	1
spain,	1
spanish	2
specific	1
stamped	1
standard	1
stands	1
stated	1
statement	4
statements	1
states.	1
status:	1
stone	1
stopâ€”the	1
stroke	3
students'	1
study,	1
style	2
style,	1
styled	1
substituted	1
successful	1
such	6
sufficient	1
support	2
supreme	1
surfaces,	2
survived,	1
swearing	3
sworn	3
sworn.	1
symbol	2
taken	1
taker	1
tau	1
teachers	1
tend	1
termination	1
terms	1
testimony	1
than	1
that	12
the	173
their	1
then	2
there	2
therefore	1
therein,	1
these	3
these,	1
they	2
third	1
third-most-commonly	1
this	5
those	1
through	3
thus	1
time	1
times	1
times,	1
title	1
title="a	1
title="a">	1
title="affidavit">	1
to	43
today.	1
treated	1
triangle,	2
triangular	1
true	1
turn,	1
two	4
type	1
type.	1
types	1
typically	3
typographic	1
unchanged.	1
uncial	1
uncial,	1
under	5
unit	1
united	1
universal	1
unknown	1
unless	1
unrounded	4
unsupported	1
unusual	1
up	1
upon	3
upper-case	1
url="http://en.wikipedia.org/wiki?curid=290"	1
url="http://en.wikipedia.org/wiki?curid=795"	1
url="http://en.wikipedia.org/wiki?curid=843"	1
us,	1
use	8
used	21
used.	1
uses	1
uses.	1
usually	1
utilitarian	1
variants	4
variants,	1
variants.	1
variations	2
varieties	1
venue	1
veracity	1
verification,	1
verified	1
version	3
version.	1
vertical	1
vertical.	1
very	1
visigothic	1
voluntarily	1
vowel	7
vowel,	1
vowel:	1
wales,	1
was	12
way	2
were	5
western	1
what	1
when	3
whereas	1
which	9
while	2
who	3
will	3
wit:	1
with	9
within	1
witness's	1
witnessed	1
words	1
words,	1
would	1
write	2
writers.	1
written	3
â€œevidenceâ€?	1
ã?)	1
é‘.	1
