	1
"",	1
"a	3
"accompagnato"	2
"air"	1
"artaxerxes"	1
"beautiful	2
"bel	1
"betrothal	1
"bonduca"	1
"boris	1
"cadmus	1
"camerata	1
"carmen",	1
"cavalleria	1
"chorus"	1
"comic"	1
"complete	1
"composition	1
"continuo",	1
"cosã¬	2
"da	1
"dafne"	3
"dafne",	2
"daily	1
"der	4
"dialogues	1
"dido	1
"die	4
"don	2
"elektra",	1
"endless	2
"english"	1
"essay	1
"eugene	1
"euridice",	1
"facing	1
"falstaff",	1
"faust";	1
"fidelio",	1
"francesca	1
"gesamtkunstwerk"	1
"giulio	1
"golden	1
"guillaume	1
"historia	1
"idomeneo"	1
"il	3
"intermezzi",	1
"ivanhoe"	1
"jig".	1
"khovanshchina"	1
"l'incoronazione	1
"l'orfeo",	1
"l'ã©cume	1
"la	4
"lady	1
"lakmã©".	1
"le	2
"les	3
"life	1
"little	1
"lohengrin";	1
"love	2
"lovers	1
"lucia	1
"madama	1
"manon",	1
"mavra",	1
"nabucco".	1
"number	1
"oedipus	1
"opera	7
"opera"	1
"opera",	1
"opera-within-an-opera."	1
"operas;"	1
"opere")	1
"opus".	1
"opã©ra	2
"orfeo	1
"orphã©e	1
"otello"	1
"pagliacci"	1
"parsifal",	1
"pellã©as	1
"poã¨me	1
"prince	1
"psyche",	1
"punch	1
"realistic"	1
"reform"	1
"restoring"	1
"rigoletto",	1
"rinaldo"	1
"rusalka"	1
"ruslan	1
"sadko"	1
"saint	1
"salome"	1
"samson	1
"season"	1
"secco"	2
"seelewig",	1
"singspiel",	1
"singspiele",	1
"strumentato")	1
"tannhã¤user"	1
"the	22
"thomas	1
"tosca",	1
"tragã©die	1
"tragã©dies	1
"tristan	1
"tsefal	1
"turandot".	1
"venus	1
"war	1
"work"	1
"work",	1
'20s,	1
'comã©die-ballet'	1
'propaganda	1
(1617),	1
(1658)	1
(1659).	1
(1689),	1
(1690)	1
(1692)	1
(1696).	1
(1728),	1
(1755)	1
(1755).	1
(1762)	1
(1762),	1
(1782)	1
(1791)	1
(1793).	1
(1821)	1
(1836)	1
(1842).	1
(1902)	1
(1983)	1
(a	1
(also	1
(although	1
(an	1
(and	2
(as	1
(both	1
(called	1
(carnival)	1
(composed	1
(die	1
(dry)	1
(english	1
(especially	1
(except	1
(following	1
(in	1
(lawes,	1
(le	1
(literally	1
(philip	1
(schoenberg	1
(stravinsky),	1
(till	1
(usually	1
(which	1
(with	1
1597,	1
1598)	1
1598),	1
1600,	1
1607.	1
1627,	1
1637,	1
1639;	1
1640s.	1
1644	1
1648.	1
1656,	1
1671	1
1672.	1
1673,	1
1683,	1
16th	1
1710s	1
1730s	2
1760.	1
1760s.	1
1765	1
1770s.	1
17th	3
1820s,	1
1830s.	1
1850.	1
1850s,	1
1870s.	1
1876),	1
18th	11
19th	12
20th	7
21st	1
36.	1
<doc	1
a	67
able	3
abolished	1
abolishing	1
about	2
above	1
abroad	1
abroad.	1
academy	1
academy,	1
accent	1
accept	1
accepted	2
accompanied	2
accompaniment.	1
according	1
achieve	1
achieving	1
across	1
acting,	1
action	1
action.	1
acts	1
actual	1
adam.	1
adamo,	1
adams).	1
adams,	1
adaption	1
admirer	1
adolphe	1
adonis",	1
advance	1
advent	1
advocated	1
adã¨s	1
aeneas"	1
afforded	1
after	6
afterpiece	1
again.	1
against	1
age	2
age"	1
agility	1
agreed,	1
aim	1
airy,	1
alerting	1
alessandro	1
alexander	3
alexey	1
alfred	1
algarotti's	1
all	11
all,	1
all-sung	1
almost	3
also	11
alternated	1
alternates	1
although	1
am	1
american	1
among	1
an	21
and	163
and,	1
andrã©	1
angel",	1
angrily	1
another	4
antecedent	1
anticipate	1
antiquity	1
any	3
appear	1
appeared	1
approach	1
araja	1
arcadian	1
are	11
aria	3
arias	1
arias,	1
arias.	1
arioso.	1
aristocracy.	1
aristocratic	1
arne	3
arne,	2
arnold	1
around	2
arranged	1
arrival	2
art	2
art"),	1
arthur	1
arthurian	1
article	1
artificiality	1
artistic	1
as	66
asked	1
assert	1
associated	2
at	11
atmosphere.	1
atonality	1
attack	1
attacks.	1
attempt	3
attempted	1
attended	1
attention.	1
attract	1
attracted	1
attracting	1
attributed	1
auber	1
auber,	1
audiences	3
audiences.	1
aus	1
austrian	1
aux	1
away,	1
back	1
back.	1
bad	1
baldassare	1
balfe,	1
ballad	3
ballet,	1
barbiere	1
bardi".	1
baroque	5
baroque-era	1
based	1
basic	1
basics	1
bavaria,	1
bayreuth	1
be	8
beaumont	1
became	10
because	1
been	5
beethoven	2
before	1
before.	1
