	1
""),	1
"ace"	1
"antiblue",	1
"antigreen",	1
"antiquark",	1
"antiquarks",	1
"antired".	1
"bark"	1
"beauty	1
"beauty"	1
"blue",	1
"bottom"	2
"charm".	1
"color	2
"eightfold	1
"exotic"	1
"finnegans	3
"flavors":	1
"fundamental	1
"green",	1
"h	1
"hadrons"	1
"i"	1
"inverse	1
"j"	1
"kwork"	1
"kwork".	2
"logical	1
"mark",	1
"particle	1
"parton"	1
"partons"â€”a	1
"portmanteau"	1
"quark"	4
"red".	1
"sea")	1
"splits"	1
"strange"	1
"strong	1
"the	1
"three	3
"through	1
"top"	1
"top",	1
"truth"	2
"up-type	1
"v""ij"	1
"valence	1
"we	1
"z"	2
"ä§"	1
#redirect	15
'charmed	1
(	1
("down-type	1
(#redirect	17
(antibaryons),	1
(baryons),	1
(ckm	1
(collectively	1
(down,	1
(e),	1
(electromagnetism,	1
(hence	1
(meaning,	1
(mesons)	1
(of	1
(or	2
(particles	1
(pet)	1
(pictured)	1
(planck	2
(pmns	1
(pronounced	1
(qcd),	1
(quarks,	1
(right	1
(see	4
(slac)	1
(such	2
(the	2
(up	1
(up,	1
)	8
),	8
).	2
+"ä§"/2	1
+1â e	1
+1â?„2	2
+1â?„3â e.	1
+2â?„3â e,	1
0â e	1
1947.	1
1961	1
1963,	1
1964.	2
1968,	1
1968.	1
1970	1
1973,	1
1974	1
1975	1
1977,	1
1995	1
1995.	1
1â?„3	1
2â?„3	1
</poem>â€”james	1
<doc	1
<poem>	1
[[template:subatomic	1
a	54
about	2
above	1
absorbing	1
abstraction	1
accelerator	4
accelerators).	1
accelerators.	1
accepted.	1
according	2
across	1
actual	1
addition	1
additional	1
after	4
all	11
allowed	1
allows	1
almost	2
along	3
also	2
always	1
amongst	1
an	25
and	91
another	2
anticolor	1
anticolor.	1
antimatter	1
antineutrino	1
antineutrino.	1
antiparticle,	1
antiparticles	1
antiquark	2
antiquark.	2
antiquarks	6
antiquarks,	2
antiquarks.	1
any	7
apart	1
appeared	1
applications	1
approximate	1
arbitrarily	1
are	31
are:	1
argued,	1
around	1
arrow	2
artificially	1
as	33
as-yet	1
ascribed	1
assigned	2
at	15
atom.	1
atomic	3
attraction	1
axis	5
bang,	1
bar	1
bar").	1
bar.	1
bark	1
baryons	3
baryons,	1
be	13
became	1
because	6
been	7
before	1
believed	1
below	1
below).	1
beside	1
beta	4
better	1
between	2
big	1
bjorken	1
bjorken,	1
blocks	1
book	4
boson	2
boson,	2
bosons	1
both	1
bottom	8
bottom,	1
bottom.	1
bound	1
brookhaven	1
brought	1
building	1
burton	1
but	9
by	25
cabibboâ€“kobayashiâ€“maskawa	1
called	9
calling	1
calls	1
came	3
can	9
carries	2
carry.	1
case	1
case,	1
catch	1
causes	3
causing	1
cdf	1
center	2
change	3
charge	7
charge"	1
charge".	1
charge,	5
charge.	4
charges	6
charges.	1
charges:	1
charm	7
charm,	4
chimpden	1
chosen	1
chromodynamics	1
ckm	2
classification	1
classification.	1
classified	1
clear.	1
clearly	1
coin	1
coin,	1
coined	2
collective	1
collisions	2
color	6
color,	1
combination	1
combinations	1
combine	1
common	2
commonly	2
community	2
complemented	1
complete	1
complexes	1
component	3
components	3
composed	2
composite	2
comprising	1
concepts	1
conditions,	1
conducted	1
confer.	1
confinement",	1
conjectured	1
constant	1
constituent	3
constituents	3
construct	1
contain	1
contained	1
contains	1
contemporary	1
content	1
contention	1
contrast	1
convention	1
convinced	1
coproposed	1
