	1
""publishers	1
"...mak[ing]	1
"bot"	1
"community"	1
"crackers"	1
"crackz"	1
"disks"	1
"don't	1
"e",	1
"fake"	1
"faster"	1
"large-sized	1
"login:	1
"mail	1
"more"	1
"my	1
"piracy."	1
"prohibited	1
"sharing	1
"software	1
"the	2
"theft"	1
"unauthorized	1
"ware",	1
"warez	1
"warez"	5
'piracy'	1
(a	2
(ascap)	1
(bin	1
(bmi).	1
(downloaded)	1
(files	1
(fsf).	1
(generally	1
(historical	1
(including	1
(known	1
(mpaa),	1
(riaa),	1
(to	1
,	2
.rar	1
/	1
/incoming	2
/incoming,	1
/incoming/data/warez	1
1.44â mb	1
100â megabytes,	1
10â gigabytes	1
1976,	1
1980s	1
1990s	1
1990s,	2
1992,	1
1997,	1
1998,	1
1â k,	1
200	1
2006,	1
200â megabytes.	1
28.8	1
3,	1
33.6	1
3â½	1
4.7â gb	1
400	1
400â k.)	1
50â megabytes	1
64	1
64,	1
700â megabytes	1
800	1
95	1
95,	1
<doc	1
a	54
ability	1
able	1
about	5
accelerated	1
acceptability,	1
access	4
accompany	1
ace,	1
action	1
active	1
activities	1
activities,	1
activity	1
actual	1
addition,	1
additionally,	1
additions	1
address.	1
administrative	1
administrators	1
adobe,	1
advantages	1
advertise	1
advocate	2
advocates	1
affect	1
after	2
against	1
age.	1
all	5
alliance	1
allow	2
allows	1
along	1
alongside	1
already	1
also	4
alternative	1
although	2
always	1
amazon	1
ambiguously	1
america	2
american	1
amiga	1
amiga,	1
among	2
amongst	1
amount	2
an	16
anathema	1
and	63
and/or	1
animations	1
another	2
anti-piracy	1
any	2
anything;	1
apple	1
apple,	1
application	1
application,	1
apply	1
are	20
argued	1
argument	1
arguments.	1
arj),	1
around	3
as	33
assistance	1
associate	1
association	3
at	4
atari	3
attacking	1
attain	1
attempt	1
attempts	1
attitude.	1
attributed	1
audio	2
audio/video	1
authorization".	1
authors,	1
autodesk,	1
automated	1
available	3
available,	1
average	3
avoid	2
bandwidth	2
bandwidth.	1
battle	1
bbses	1
be	18
became	7
because	3
become	7
becoming	1
been	3
before	3
began	4
beginning	1
being	2
between	5
bill	1
bittorrent	1
bittorrent,	1
bloc	1
blocking	1
board	1
boards	1
bot,	1
breaking	2
broadband	6
broadcast	1
bugs	1
built	1
bulletin	2
business	4
but	6
by	29
called	1
came	1
campaigns	1
can	11
cases,	1
cassette	2
casual	1
caused	1
causes	1
cd	2
cd-rom	1
central	1
challenges	2
changed.	1
channel	2
channels	1
channels,	1
circles,	1
civil	1
claim	1
closed	1
coined	1
collection	2
collection.	1
come	1
comments,	1
commercial	2
commercially	1
commodore	2
common	6
commonly	5
commonplace	1
communities	1
companies	2
company	2
company/isp.	1
compatible	1
compensate	1
composers,	1
compressed	2
compression	3
compromise	2
compromised	9
computer	7
computer,	1
computer.	2
computers	3
computers.	3
concern	1
connected	1
connections	2
connections.	1
connotative,	1
considered	1
consumers.	1
contact	1
contain	4
content.	2
context	1
continent	1
continental	1
continue.	1
contrast	1
contribute	1
contributing	1
control	3
controls	1
controversial,	1
copied	1
copy	1
copy-protection	1
copying	3
copying"	1
copying",	1
copyright	6
copyright,	1
copyrighted	1
could	6
counterfeiting.	1
countries	4
countries,	1
countries.	2
country	1
country,	1
country.	1
cracker	2
cracking	1
create	2
created	1
creating	2
crew.	1
crime.	1
crimes.	1
criminal	1
currently	1
cut-down	1
cyber	1
darknet.	1
data	3
data,	1
data.	1
dated	1
day	1
day,	1
day.	1
ddl	2
decoded	1
decss,	1
defeat	1
delete	1
denotative,	1
depending	2
describe	1
designed	1
despite	1
developed	1
developed,	1
development	1
dial-up	1
dial-up,	1
did	1
different	4
direct	1
directed	1
directly	4
directory	5
disc	1
discourage	1
discourse	1
discovery	2
discs	1
disk	3
disk,	1
disk.	1
disks	4
disks,	1
dispute	1
distinction	1
distributed	6
distributing	2
distribution	10
distribution.	1
distributor	1
do	4
does	1
download	3
download),	1
downloaded	3
downloaded,	2
downloaders	3
downloaders.	1
downloading	1
downloading,	1
downloads,	1
dreamworks,	1
drive	1
drives	1
due	2
duplicate	1
duplicated,	1
during	2
dvd	1
dvd-writable	1
dvd/cd	1
dvds	1
each	1
early	5
earmarked	1
easier	1
easily	1
eastern	1
edonkey2000	1
either	2
elements	1
embraced	1
encourage	1
encouraged.	1
enforcement	1
english	1
entire	1
equipment	1
equivalent	1
ethically	1
europe,	1
even	2
event	1
eventually	1
eventually,	1
every	4
exemplified	1
existence	2
exists	1
exploit	1
exploiting	2
extensive	1
extent	1
external	1
fact	1
famous	1
fashion.	1
feasible	1
feasible,	1
february	1
fees	2
few	1
few.	1
file	16
file.	1
file:	1
files	11
files).	1
files,	2
find	3
first	1
fit	1
floppy	4
floppy".	1
for	22
forbid	1
force	1
form	4
