	1
"0"	3
"0",	1
"1",	1
"6"	1
"8"	1
"9"	1
"9",	1
"9".	1
"@"	2
"["	1
"a"	3
"ansi	1
"are	1
"backspace".	1
"carriage	3
"control	1
"delete	1
"delete"	1
"delete".	1
"electric"	1
"escape"	2
"glass	1
"hand	1
"handshaking"	1
"j"	1
"l"	1
"l")	1
"line	2
"mechanical"	1
"network	1
"null	1
"o"	1
"o")	1
"plain	1
"remove	2
"rubbed	1
"rubout".	1
"so	1
"space"	1
"teco"	1
"the	1
"transmit	1
"vi"	1
"who	1
"z",	2
"zero".	1
"ã€"	1
&	1
(	1
(1878),	1
(1961),	1
(1981),	1
(1984)â€”&#x200b;and	1
(32	1
(ack).	1
(all	1
(also	1
(as	1
(asa)	1
(ascii)	1
(bel,	1
(blank	1
(capital	1
(ccitt)	1
(comma)	1
(control-o,	1
(control-q,	1
(control-s,	1
(cr)	1
(dating	1
(dc0),	1
(dc2)	1
(dc4)	1
(delete)	1
(eoa),	1
(eom),	1
(eot),	1
(esc,	1
(from	1
(full	1
(gui)	1
(i.e.	1
(i.e.,	1
(in	1
(india),	1
(ita2)	1
(later	2
(least	1
(left-bracket)	1
(lf)	2
(like	1
(lowercase	1
(many	1
(numbers	1
(nvt),	1
(octets)	1
(or,	1
(originally	1
(os/8,	1
(others,	1
(returned)	1
(ru	1
(ru),	1
(soh))	1
(som	1
(som),	1
(sub)	1
(such	1
(sync),	1
(teletypewriter	1
(terminate)	1
(the	2
(underscore)	1
(varied	1
(vietnam),	1
(which	4
(with	1
(wru),	1
(xoff,	1
(xon,	1
(yugoslavia).	1
(â£).	1
),	1
0	1
0.	1
011,	1
0â€“31	1
0â€“9	1
1	1
1,	1
10	2
106.	1
11	1
11,	1
1101010	1
127	2
128	3
15	1
17	1
19	1
1960,	1
1963	3
1963,	1
1967,	1
1968,	1
1969,	1
1970s	1
1980s,	1
1981,	1
1986.	1
1â€“5	1
1â€“5,	1
2	3
2),	1
2,	2
2007,	1
2047	1
20hex	1
20hex;:237â€‰â§â€‰10	1
236â€‰â§â€‰4	1
236â€‰â§â€‰5	1
236â€‰â§â€‰8,9)	1
237â€‰â§â€‰14	1
245	1
25	1
26	1
27),	1
28	1
2822	1
32	1
33	6
33,	1
40hex,	1
41hex	1
6	2
6,	1
64	2
64-character	2
646	1
7	1
7,	1
7-bit	5
7ehex,	1
8	1
8-bit	1
9-track	1
95	2
97	1
<doc	1
a	62
a.:243	1
abbreviated	1
abbreviation	2
abort	1
about	1
above	1
accented	1
accidental,	1
accommodated	1
according	1
acknowledge	1
acronym	1
actual	2
adapted	2
added	1
addition	1
additional	1
address	2
addressed	1
adds	1
adjacent	1
adopted	4
advance	1
advances	1
affect	1
after	1
against	1
aid.	1
alert	1
all	5
all-ones	1
allow	3
allowed	1
allows	3
almost	1
alone	2
alone.	1
along	2
along,	1
alphabet	4
alphabet,	1
alphabet.:435	1
alphabetic	1
alphabetization)	1
alphabets,	1
also	13
alter	1
although	1
altogether.	1
ambiguity	2
america	1
american	6
amiga	1
an	20
analogous	1
and	99
ansi	5
any	2
appearance	1
apple	2
application	1
approval	1
approved	1
are	11
arpanet	1
arranged	2
as	53
asa	2
ascii	42
ascii,	10
ascii-1963,	1
ascii.	2
ascii."	1
asciiz,	1
asciz	1
asr	2
asr,	1
assign	1
assigned	2
assignments	1
associated	1
association's	1
association,	1
at	5
attached	1
attempted	1
audibly	1
auspices	1
automatic	1
available	2
