	1
"a(n)-"	1
"amphibian	1
"amphibian"	1
"an-"	1
"aneides"	1
"beiyanerpeton	1
"both	1
"cauda"	1
"eocaecilia	1
"eusthenopteron".	1
"feet"	1
"gymnos"	1
"hands"	1
"ichthyostega"	1
"ichthyostega",	1
"legs")	1
"life".	1
"naked"	1
"newt"	1
"of	1
"ophis"	1
"oura"	1
"paedophryne	1
"papilla	1
"poda"	1
"prionosuchus"	1
"prionosuchus",	1
"prosalirus	1
"serpent")	1
"tail")	2
"thorius	1
"triadobatrachus".	1
"true	2
"without"	2
"á¼€î¼ï†î¯"	1
"î²î¹î¿ï‚"	1
("amphã­bios"),	1
("andrias	5
("caecilia	1
("conraua	2
("cryptobranchus	1
("paedophryne	2
("sensu	1
(250	1
(3	1
(360	2
(and	2
(around	1
(cold-blooded)	1
(cutaneous	1
(especially	1
(forming	1
(frogs	1
(frogs,	1
(from	4
(occupying	1
(often	1
(or	3
(the	4
(traditionally	1
(yellow,	1
1.8	3
15	1
150	1
20	1
200	1
2005	1
2008	1
2012,	1
2012.	1
23	1
250	1
270	1
3	1
30	2
32	1
345	1
370	1
5,000	1
60%	1
7,000,	2
7.7	3
75	1
8	1
9	2
90%	2
96%	1
<doc	1
a	82
ability	2
able	2
about	1
above	1
absorbed	1
accepted	1
according	2
account	1
action	1
activity	1
actual	1
adapt	1
adaptation	1
adaptations	4
adapted	1
adapting	1
addition,	1
additionally	1
adhesive	1
adjacent	1
adjective	1
adjoining	1
adopted	2
adult	10
adults	2
adults.	2
advanced	5
advocates	1
aestivation	1
affinity	1
africa	1
africa,	1
african	1
after	3
ago	1
ago),	4
ago,	1
ago.	1
air	3
air,	1
air-breathing	2
air.	1
airborne	2
albanerpetontidae,	1
all	12
alleganiensis")	1
allow	3
allowed	1
allows	1
along	4
alongside	1
also	6
although	3
amauensis")	2
amauensis",	1
amazon	1
ambient	1
america	4
america.	2
american	1
amniotes	2
amniotes,	1
amniotes.	3
amniotic	1
among	1
amphibia	3
amphibia,	1
amphibia.	1
amphibian	16
amphibian-type	1
amphibians	43
amphibians'	1
amphibians,	5
amphibians.	3
amphibiaweb,	1
amphibiorum",	1
amphiumas	1
an	10
analyses	1
analysis	1
analysis,	1
anatomically	1
anatomy	2
ancestor	1
ancestor,	1
ancestor.	1
ancestors	2
ancestors,	1
ancestors.	1
ancestral	1
ancient	3
and	196
angles	1
animal	1
animals	4
another	3
anura	5
anura,	1
anura.	1
apart	2
apoda	1
apoda,	1
apparently	1
appearance	1
appears	1
approximately	1
aquatic	9
aquatic.	1
arboreal	1
archaeobatrachia	1
are	84
areas.	1
arisen	1
arizona.	2
arose	1
around	5
artery	1
arthropod	1
arthropods	1
articular	1
as	27
ascaphidae,	1
asia	1
associated	2
at	9
atria	1
atria.	1
attached	1
attacker	1
auditory	1
author	1
authorities	1
autotomy.	1
available	1
average	1
back	3
backbone	1
backs	2
backwards	2
basal	1
base	1
based	2
basically	1
basin;	1
batrachology,	1
be	9
became	5
because	1
become	4
becomes	3
been	7
before	3
began	1
behaviour	2
behavioural	1
behaviours	1
behind	4
being	4
berkeley	1
better	1
between	7
biosphere.	1
birds	3
birds,	2
birth	1
bitis",	1
bladder	1
blood	3
bloodstreams	1
blue-green	1
bodies	4
bodies.	1
body	7
body,	1
body.	6
bombinatoridae,	1
bone	1
bone,	1
bones	4
bony	4
bony-limbed	1
both	5
bottom	1
bottom.	1
brackish	1
brain	2
brain,	1
branched	1
brazil.	2
breakup	1
breathe	3
breathed	1
breathing	1
breed.	1
briefness	1
broad	3
broadly	1
brood	1
buccopharyngeal	1
bufonidae	1
bufotoxin	1
bundle	1
burrow	1
burrowers	1
burrows	1
but	20
but,	1
by	37
bypass	1
bypassing	1
caecilian	2
caecilian's	1
caecilians	10
caecilians)	1
caecilians).	2
caecilians.	3
calamites.	1
california,	1
called	6
calls	1
can	10
capable	2
capillaries	1
capsule	1
carboniferous	5
carboniferous/early	1
carnivorous	1
carried	1
case	1
catch	1
caudata	2
caudata.	1
caudata/urodela	1
causing	1
cell	1
cells	2
