	2
"",	1
"'repent,	1
"...â america's	1
"a	3
"afterwords"	1
"again	1
"again,	1
"babylon	3
"burke's	2
"character"	1
"cimarron	1
"cleveland	1
"come	1
"cordwainer	2
"cordwainer"	1
"dangerous	2
"dead	1
"enterprise",	1
"esquire"	1
"esqwire"	1
"fatally	1
"finding	1
"four	1
"frank	1
"god	1
"harlan	4
"hitler	1
"hour	2
"i	1
"los	1
"memos	1
"mother	1
"phantom	1
"phil	1
"possibly	1
"rogue"	1
"route	1
"sci-fi	1
"scooby-doo!	1
"sinatra	1
"six	1
"somehow,	1
"space	1
"stalking	1
"star	2
"starlost"	1
"strange	1
"the	33
"this	1
"tramp",	1
"tuna	1
"variety"	1
"voyage	1
"web	1
'cheech'	1
("who	1
(1951â€“53)	1
(1965)	1
(1967)	2
(1967),	1
(1972).	1
(1974)	1
(1980s	1
(2000).	1
(above).	1
(although	1
(and	1
(bantam	1
(born	1
(from	2
(given	1
(he	1
(isbn	1
(nã©e	1
(originally	1
(sag),	1
(see	4
(though	1
0-553-11345-3).	1
1,700	1
1-56504-964-0.	1
1-880325-02-0),	1
100	1
13,	1
18	1
18,	1
1934)	1
1934,	1
1949,	2
1950s,	1
1950s.	1
1954	1
1954,	1
1955	1
1956,	1
1957	1
1957,	1
1959.	1
1960,	1
1960s,	1
1962,	1
1965	1
1965),	1
1966,	1
1967	1
1967;	1
1968	2
1969,	1
1972.	1
1973â€“74,	1
1975	1
1976	1
1977,	1
1986,	1
1990s,	1
1992	1
1993	1
1995	1
1995,	1
1996;	1
20-odd	1
2000,	1
2005,	1
2009,	2
2013,	1
2013.	1
2014	1
2040",	1
213	1
23,	1
25"	1
25",	1
25%	1
27,	2
3	2
300	1
5"	1
5",	1
5".	1
66,"	1
79	1
95	1
<doc	1
a	52
a&m	1
a.	1
ability,	1
aboard	1
about	6
above).	1
abrasive	1
accepted	1
accompanied	1
according	1
act	1
actor	1
actors	1
actual	1
actually	1
addressed	1
administration	1
after	3
against	1
age	1
aggiecon	3
aggiecon,	1
aggiecons.	1
agreed	1
air	1
aired	1
alabama,	1
alan	1
album	1
alert	1
alex	1
alfred	1
alias	1
all	3
all-knowing	1
allegedly	1
allegory	1
almost	1
also	6
altered	1
although	1
am.	1
america	1
american	2
an	15
and	65
angeles	1
angeles,	1
angeles-based	1
animated	1
annoyed	1
another	2
anthologies	1
anthologies,	1
anthologist	1
anthology	2
anti-military	1
appearance	2
approve	1
april	2
are	1
area,	1
argumentative.	1
army,	1
around	1
array	1
arthur	1
article	1
article,	1
articles.	1
as	34
ashore"	1
asimov	1
