	2
"alga"	2
"algae"	1
"algal	1
"algä“re",	1
"alliga",	1
"an	1
"be	1
"binding,	1
"cephaleuros",	1
"chara"	1
"chlorella"	1
"chlorochytrium"),	1
"corallina",	1
"fucus"	1
"få«cus",	1
"gelidiocolax	1
"have	1
"helicosporidium",	1
"historia	1
"it	1
"lichens"	1
"oodinium",	1
"paint"	1
"photobiont"	1
"phyllosiphon"	1
"prototheca"	1
"pterocladiophila"	1
"rhodochytrium",	1
"seaweed"	1
"spirogyra"	1
"symbiodinium"	2
"systema	1
"uk	1
"volvox"	1
"×¤×•×š"	1
"ï†á¿¦îºî¿ï‚"	1
&	1
'stems';	1
(	1
("halichondria	1
(1744â€“1774)	1
(1753),	2
(1789),	1
(1811â€”1866)	1
(1813)	1
(1843),	1
(1859),	1
(1864),	1
(algal	1
(also	1
(blue-green	1
(chlorospermae)	1
(coccoid)	1
(cryptophytes	1
(e.g.,	6
(from	3
(få«kos	1
(hence	1
(hermatypic	1
(if	1
(kelps)â€”the	1
(leaf-like	1
(located	1
(melanospermae),	1
(microscopic	1
(no	1
(organic	1
(probably	1
(på«k),	1
(rhodospermae),	1
(see	2
(sometimes	1
(stony	1
(that	1
(they	1
(vascular	1
)	1
1.6	1
1.7	1
14	1
15000	1
1768,	1
20000	1
20th	1
320,500	1
4	1
475	1
50	1
500	1
5000	1
50â m	1
50â meters	1
72,500	1
80%	1
;	1
<doc	1
a	41
abandoned	1
abandonment	1
about	2
above.	1
accelerate	1
accepted	1
according	1
accordingly	1
accordingly,	1
account	1
accumulated	1
accurate	1
acquired	1
acquisition	1
action	1
ad.	1
agassiz	1
ago.	3
alga	3
alga.	1
algae	43
algae)	2
algae),	1
algae,	10
algae,â€”some	1
algae.	11
algal	7
algology,	1
all	3
all)	1
allows	1
almost	1
alone	2
also	5
alternation	1
alternatively	1
although	5
ambiregnal	1
amoeboids,	1
among	5
an	6
analogously	1
ancestor,	1
ancestors	2
ancient	2
and	74
animals	2
animals.	2
another	2
any	3
apical	1
apicomplexans	1
apicomplexans,	1
apochlorotic	1
apparatus.	1
appear	1
appears	1
approximately	1
are	40
are:	1
around	2
artificial,	1
as	34
ascomycota	1
asexual	4
associate	3
associated	1
associates	1
association	3
at	2
atmosphere,	1
authors	1
autotrophic	1
available	1
bacillariophytes,	1
back	1
bacteria	1
bacteria.	1
based	2
basidiomycota.	1
basin	1
basis	1
be	7
because	3
become	1
been	7
before	1
began	1
begin	1
below	1
benefit	1
biblical	1
billion	1
binomial	1
biochemical	1
biodiversity	1
biology	1
black,	1
bleaching,	1
blue.	1
bodies	1
body	1
bolidophyceae),	1
book	1
botanical	1
both	1
branches	1
breadcrumb	1
british	2
brown	3
browns,	3
browns.	1
bryophytes,	1
but	10
by	14
by-product	1
byproducts.	1
calcareous	1
called	3
can	2
candidate	1
capabilities	1
carbon	3
carriers.	1
cases,	1
cassin	1
category	1
cell	3
cell-building	1
cells	5
cells".	1
cells.	1
century	1
century,	1
characeae,	1
characteristic	1
characterize	1
characterized	1
charales	1
charophyta),	1
charophyta,	1
charophyte	1
charophytes	2
charophytes.	1
checklist	1
chemically	1
chlorarachniophytes	1
chlorophyll	1
chlorophyta	1
chlorophytes),	1
chlorophytes.	2
chloroplasts	5
chloroplasts,	1
chrysophytes)	1
chrysophytes,	2
circular	1
classes	1
classification,	1
classification.	1
classifications	2
classifications,	2
classified	2
clearly	1
close	1
cold",	1
collection	2
colonial	2
color:	1
colorless	1
combination	1
common	2
common.	1
commonly	1
compatible	1
complex	4
complexity.	1
composition	1
conceptacles	1
concludes:	1
condition	1
condition.	1
conditions	1
conjectured	1
consider	1
considerable	1
considered	3
consists	1
constitute	1
constrained	1
contact	1
contain	4
convergence	1
coral	3
coral-forming	1
coralline	1
corals	1
corals)	1
corals).	1
cosmetic	2
costly	1
could	2
covering	1
credibility	1
criterion	1
currently	1
currents.	1
cyanobacteria	4
cyanobacteria,	1
cyanobacteria.	3
cyanophytes,	1
cycle	2
cycle.	1
cytoplasmic	1
damages	1
dated	1
de	1
dedicated	1
defined	1
definition	2
depending	1
depends	1
derived	6
derives	1
deriving	1
described	1
describes	1
detailed	1
deterioration	1
developed	1
development	1
diatomaceae.	1
diatoms	2
dichotomous	1
difference	1
different	7
differentiation.	1
dinoflagellates	3
dinophytes),	1
dioxide	2
diploid,	1
discovered	2
dispersal	2
dispersed	1
distinct	2
distribution	1
distribution.	1
diverse	1
divide	1
division	2
divisions	3
dna	2
do	2
dried	1
duplicated	1
during	2
dust,	1
dye	1
e.g.,	1
early.	1
earth:	1
eastern	1
efficient	2
egyptians	1
ehrenberg)	1
either	3
elaborate	1
endophytic	1
endosymbionts	1
endosymbiotic	5
energy	4
english.	1
ensure	1
entirely	1
entirely.	1
entwining."	1
environmental	1
estimate	2
estimated	1
estimates	3
etymology	3
euglenids,	1
euglenophytes	1
eukaryota.	1
eukaryotic	1
eustigmatophytes	1
even	2
events.	1
eventually	1
everywhere	1
evolved	1
exact	1
example,	2
examples	3
except	1
exclude	1
exhaustive	2
exhibit	2
exhibited,	1
exists),	1
exoskeleton,	1
exoskeletons	1
experimental	1
experimentally	1
external	1
eye-shadow	1
f.	1
fairly	1
favour	1
features	1
female	1
few	1
field	1
figure	1
filamentous	1
filamentous.	1
first	5
fish)	1
flagellates	1
florideophyte	1
folded	1
followed	1
following	1
follows.	1
for	8
form	4
forms	5
fossilized	1
fossils	1
found	6
founding	1
four	2
free-floating	1
frequently	1
fresh	1
fresh-water	1
freshwater	2
freshwater,	1
from	24
fucorum",	1
full	1
fungal	1
fungi,	2
fungus	1
further	1
furthermore,	1
fuse	1
fusion	1
gametes	2
gametes.	1
genealogy:	1
genera	3
general	1
generally	1
generating	1
generation	1
generations	1
genes	1
genus	1
giant	1
gives	1
glaucophytes	1
gmelin	1
golden	1
gottlieb	1
greek	2
green	10
green,	1
group	6
group.	1
groups	10
groups.	2
groups:	3
grow	2
growth	2
had	2
haploid	2
haptophytes	1
harvey's	1
has	4
have	16
having	1
healthy	1
herbarium"	1
heterokontophyta,	1
heterokontophytes	1
heterotrophic	1
heterotrophs	1
higher	3
highly	1
hildenbrandiales,	1
history)	1
horaninow	1
horsetails	1
host	3
host-cell	1
host.	1
however,	3
humans.	1
humus	1
id="633"	1
idea	1
illustrations	1
immediately	1
in	50
incertae	1
incident	1
include	1
included	3
includes	1
including	1
increases,	1
independently	1
independently;	1
infusoria	1
inhabitants	1
international	1
internode	1
into	3
invertebrates	1
invertebrates,	1
is	31
isles	1
isolated	1
isolated).	1
isomorphic	1
it	5
it.	1
its	1
itself),	1
jussieu	1
kelp,	1
key	2
known	2
known.	1
lack	3
lacking	1
lamouroux	1
land	7
lands.	1
large	2
largest	1
latent	1
later	2
later,	1
latin	3
latinization,	1
layers,	1
leads	1
leaves,	1
leaves.	1
led	1
legacy	1
length	1
length.	1
less	1
levels	1
levels,	1
lichen	1
lichenology	1
lichens	1
lichens.	1
life	2
life-cycle.	1
life-cycles	1
light	1
like	4
likely	1
limited	1
lineage	2
lineages	1
lines	1
linnaeus	2
linnaeus,	1
linnaeus.	1
live	2
living	1
long	2
longer	1
loss	1
lost	1
machinery	1
macroalgae	1
macroalgae,	1
macroscopic	1
made	1
magnitude	1
main	1
mainly	3
major	1
make	1
male	1
mammillatus",	1
many	9
marine	8
marine,	1
mating,	1
may	8
mean	1
meaning	1
meant	1
mechanisms	1
mediterranean.	1
meiosis	1
meiosis,	1
members	3
membranes,	1
mentioned	1
merely	1
metabolism	1
metabolize	1
metazoans,	1
microalgae	2
microscopic	2
mid-19th	1
million	2
mixed	1
mixotrophic,	1
model	1
modern	2
more	7
morphogenesis	1
morphologies	1
morphology.	1
most	11
motile.	1
much	1
multicellular	2
museum	1
mycobiont	2
mycobiont.	1
mycobionts	1
mycobionts,	1
myzotrophy,	1
mã¼ller	1
name	1
named	1
national	2
naturae",	1
natural	1
nature	1
new	2
no	5
nodes,	1
nodes.	1
nomenclature	1
nomenclature,	1
non-algal	1
non-motile	2
nonvascular	1
not	13
nucleocytoplasmic	1
number	5
numbers	1
numbers.	1
o.	1
obscure.	1
obtain	1
occur	3
ocean	1
of	100
often	2
older	2
omit	1
on	7
on,	1
one	4
ones	1
only	4
or	21
order	2
organic	1
organism	3
organisms	1
organisms).	1
organisms,	3
organisms.	1
organization	1
organizational	1
organs	2
origin	1
origin,	1
originally	2
osmoregulation,	1
osmotrophy,	1
other	11
others	3
otherwise	1
oxygen	4
panicea").	1
parasites	6
parasitic	2
parasitic,	1
particularly	1
parts	1
past	1
permeability	1
permits	1
phaeophytes,	1
phagotrophy.	1
phase	2
pheromones	1
phloem.	1
photobiont	2
photosynthates	1
photosynthesis	2
photosynthesis,	1
photosynthetic	5
photosynthetic.	1
phototrophic,	1
phycobiont	1
phycology	1
