	1
"16	1
"a	1
"clone"	1
"de	1
"i386-architecture",	1
"ia-32",	1
"sleep"	1
"vm86")	1
"x86",	1
'dx'	1
("eighty-three-eighty-six"),	1
(1	1
(2	1
(3	1
(4.7	1
(8-bit	1
(and	1
(base	1
(e.g.	1
(following	1
(fpu)	1
(hardware/software);	1
(i.e.	1
(later	1
(notable	1
(only	1
(or	2
(source:,	1
(such	1
(î£î£),	1
):	1
1	1
100%	2
10â mhz.	1
11.4	1
12â mhz.	1
16	3
16-bit	7
16/24-bit	1
16â mhz.	1
1950s.	1
1978.)	1
1985,	1
1985.	2
1986.	1
1988,	1
1991	2
2003.	1
2006,	1
2007.	1
20â mhz	1
24	1
25â mhz	1
275,000	1
286	1
3	1
32	1
32-bit	8
32-bit,	1
33â mhz	1
386	11
386,	2
386-compatible	1
386dx	1
386sx	2
386sx,	1
386sxsa).	1
4	1
4.7	1
486	2
486dlc/slc	1
486drx2/srx2)	1
486dx	1
5v	1
64	1
64-bit	1
8	1
8008.	1
80286	3
80286,	1
80286.	1
80287	1
80287.	1
80376.	1
80386	28
80386">	1
80386's	1
80386,	2
80386-based	1
80386-compatible	1
80386.	1
80386dx	1
80386dx.	1
80386sx	2
80386sx,	1
80387	4
80387.	1
80387sx	2
80486	1
80486dx	2
80486dx.	1
8086	2
8086).	1
8088	1
82c59a	1
9000	1
950	1
<doc	1
a	43
a20	1
ability	1
able	1
about	1
act	1
added	1
added.	1
address	3
addressing	1
adoption.	1
advance	1
advantages	1
advertised	2
aerospace	1
affected	1
affected,	1
after	1
aimed	1
algol-like	1
all	7
allow	2
allowed	1
alphabetic	1
already	1
also	6
although	2
am386	1
amd	2
among	1
an	13
and	53
andy	1
announced	1
annoyance	1
another,	1
any	1
appear	1
architect	1
architecture	3
architecture,	2
architecture.	1
are	6
area	1
arguably	1
as	20
asciiz	1
assembly	1
assumed,	1
asynchronous	1
asynchronously	1
at	11
available	2
avoid	1
back	2
based	2
battery	1
be	5
became	1
become	1
been	2
being	2
binary	1
bit	2
blackberry	1
board	1
boards	1
boards.	1
both	2
branded	1
branding	1
brief.	1
bug-free	1
built	1
bus	3
bus,	1
bus-widths,	1
business	2
but	8
by	9
byte	1
cache	4
cache),	1
cache.	1
caches.	1
cad	2
call	1
calling	1
can	1
capability	2
case.	1
cause	1
caused	2
ceo	1
change	1
channel);	1
channels);	2
character	1
character)	1
characters	1
chief	1
chip	5
chip.	2
chips	5
chose	1
circuit	3
clock	3
cmos	1
code	3
code,	1
code.	1
codice_1	1
commenced	1
common	2
commonly	1
communicator.	1
companies	1
company	2
company.	1
compaq	4
