	3
"a	1
"abaci"	1
"abacist".	1
"abacus"	2
"abacuses"	1
"abakos").	1
"abax"	1
"abhidharmakoå›abhä?á¹£ya"	1
"along	1
"armchair	1
"astronomer"	1
"astrophysicist"	1
"counting	2
"darius	1
"drawing-board	1
"dust"	1
"jupan"	1
"jusan-means	1
"may	1
"ounces"	1
"placing	1
"sand	1
"soroban"	1
"supan"	1
"suã n	1
"syun3	1
"treasurer"	1
"vartikä?")	1
"å›å«nya"	1
"ê¾ä?bä?q"	1
'counter	1
("calculi")	1
("ekä?á¹…ka")	1
("plural"	1
(,	1
(1085â€“1145	1
(316-396),	1
(384	1
(618-907	1
(960â€“1297	1
(feibao).	1
(for	1
(i.e.	1
(incidentally,	1
(like	1
(or	1
(sanskrit	1
(the	2
(zero)	1
(×?×‘×§),	1
(ç®—ç›¤,	1
(ì£¼ì‚°).	1
(ì£¼íœ?),	1
(ìˆ˜íœ?)	1
1	1
1/4	1
10,145	1
11th	1
1387	1
1400	1
149	1
14th	1
1846	1
1851.	1
1930,	1
1st	2
2.	1
20	1
2700â€“2300	1
2nd	1
300	1
4	1
4.5	1
4th	1
5	3
5th	2
600	1
7,700	1
70	2
75	1
</doc>	1
<doc	2
a	62
abaci	3
abacus	17
abacus,	5
abacus-"	1
abacus.	7
abacuses),	1
abandoned	1
able	1
academic	1
account	1
accounting,	1
achaemenid	2
acquire	1
actually	1
ad	1
ad)	2
ad),	1
ad,	1
ad.	2
added	1
addition	1
addition,	1
adopted	1
adoption	1
affordability	1
africa,	1
again	2
aid	1
aiding	1
akin	1
alexis	1
all	2
allow	1
allowing	2
allows	1
almost	1
along	2
already	1
also	4
alternatively,	1
although	1
amateur	4
amateurs	1
amateurs.	1
ambitious,	1
america,	1
american	1
among	1
an	12
analysis	1
ancient	5
and	55
and,	1
another	2
answer	1
any	2
apothecary's	1
appearance	1
appeared	1
approximately	1
archaeological	2
archaeologists	1
are	15
arising	1
arithmetic	1
around	4
arrangement	1
arrive	1
as	26
as,	1
asia,	1
assist	1
asteroids,	1
astronomer	4
astronomers	8
astronomers"	1
astronomers'	1
astronomers,	1
astronomers.	2
astronomical	5
astronomy	3
astronomy.	1
astrophysics	1
at	8
attempted	1
away	1
away,	1
axis	1
babylonian	2
babylonians	1
back	1
background	1
bamboo	1
base,	1
basis	1
bc	3
bc)	1
bc,	2
bc.	2
bcâ€“322	1
be	7
bead	1
beads	11
beam	1
beam,	1
beam.	1
beans	1
became	2
because	1
been	7
been,	1
before	4
began	1
being	1
belief	1
below	2
beside	1
between	2
beyond	1
beyond.	1
bi-quinary	1
black	2
board	4
boards,	1
bodies	1
book	1
borrowed	1
borrowing	1
both	5
bottom	1
bottom-most	1
buddhist	1
building	1
bursts	1
but	5
by	13
calculating	2
calculation	2
calculation,	1
calculation.	1
calculations	2
calculations".	1
calculations.	1
calculators.	1
call	1
called	5
came	1
camera	1
can	4
cantonese	1
capped	1
carruccio	1
cast	1
casting'	1
causes	1
ccds,	1
ce	1
celestial	1
center	1
center.	1
centuries	1
century	7
century,	1
century.	2
character	1
charge-coupled	1
china	2
china,	1
china.	2
chinese	6
chinese,	1
chinese.	1
christian	1
circa	1
cities	1
civilization,	1
class	4
class.	1
classes.	1
classical	1
classification	1
clearly	1
clerks	2
closely	1
clubs	1
cm	4
coded	1
coincidental,	1
column	1
columns	2
comes	1
comets,	1
common	3
complex	1
comprises	1
comprising	1
computation.	1
concentrated	1
concept	2
concerned	2
connection	1
constructed	1
contact	1
containing	1
contents	1
continued	1
contrary	1
cosmic	1
cosmology,	1
could	3
count	2
counted	1
counter	1
counters	3
counters.	1
counting	6
