	1
"at	1
"coordinating	1
"eulophia	1
"gacaca"	1
"gacaca",	1
"imigongo",	1
"intore"	1
"marked	1
"markhamia	1
"political	1
"repubulika	1
"rwanda	1
"rã©publique	1
"several"	1
"silence	1
"ubuhake",	1
"uburetwa",	1
"umuseso"	1
"umuvugizi",	1
"under	1
$1,592	1
$416	1
(	1
("imidugudu");	1
("imirenge"),	1
("intara"),	1
("mwami")	1
("ubwoko").	1
("utugari"),	1
("uturere"),	1
(59.52â years	1
(drc)	1
(ictr)	1
(including	1
(kinyarwanda:	1
(ppp)	1
(rdf)	1
(rpa)	1
(rpf)	1
(rpf),	2
(which	1
),	1
1	1
1,000	1
1,000,000	1
1.6â million	1
100	3
100,000	1
1000	2
11,689,696.	1
111	1
12	1
14.3%	1
14.9.	1
149th-largest	1
15,	1
1500	2
15th	1
16%	1
1700	1
178	1
180	1
1884	2
1894;	1
1916	1
1934	1
1935,	1
1959	1
1959.	1
1961,	1
1962.	2
1973,	1
1989,	1
1990	2
1990,	1
1990.	1
1992	1
1993	1
1994	6
1994.	3
1999	1
2.1	1
2.5â million	1
20%	2
200	1
2000	1
2000.	2
2000s	2
2000s,	2
2003	1
2003,	1
2004	2
2005.	1
2006	4
2006,	1
2006.	1
2007	1
2007.	1
2008	1
2008,	1
2008.	1
2009.	2
2010	3
2010,	5
2010.	2
2011	2
2011,	2
2011.	2
2011;	2
2012,	2
2012.	1
2013,	2
2014	1
2015.	1
221	1
23,000	1
2300	1
26	1
26-seat	1
26338	1
280	1
30%	1
3000	1
30th	1
34%	1
35%	1
40%.	1
40.2	1
400	1
405,801	1
42.1%	1
42.7%	1
43%	1
43.6%	1
45	1
45%,	1
4507	1
47	1
480	1
50%,	1
500,000	2
53	1
54	1
55%	1
56%	1
56.57â years	1
57%	1
57%,	1
58.02â years	1
588	1
6	1
6%	1
65.	1
66th	1
670	1
7.1â million	1
7.7	1
70%.	1
700	1
700,000.	1
73%	1
80	1
80%	1
8000	1
9%	1
90%	2
950	1
97.5%	1
<doc	1
a	87
ability	1
able	1
abolish	1
abolition	1
aboriginal	1
about	2
above	1
acacia	1
access	7
accessible	1
according	4
accords	1
across	3
act	1
activists	1
activities	1
activity,	1
ad,	1
addition,	1
additionally,	1
administration	1
administrative	3
adolf	1
adopted	1
adult	1
advantage	1
africa	1
africa,	3
africa.	5
african	9
after	2
aftermath	1
against	2
age	2
age,	1
ages,	1
agreed	1
agricultural	4
agriculture	3
agriculture.	2
aid	2
aim	1
air	1
airport	1
airport,	1
airtel,	1
akagera	3
akagera,	2
albania.	1
albertine	5
all	2
all,	1
allege	1
alleged	1
alleviate	1
ally.	1
almost	2
along	7
already	1
also	7
also,	1
alter	1
alternative	1
although	6
altitude:	1
altitudes,	1
amnesty	3
among	1
amount	1
an	18
ancestors	1
and	217
and,	1
animals	2
annual	2
annually	2
another	2
anti-hutu	1
any	3
appointed	1
appointment	2
appoints	1
approved	1
approximately	2
april	2
arboreal	1
archaeological	1
are	60
area	3
area,	1
areas	4
areas,	1
areas.	4
armed	1
armies	1
army	5
arose	1
around	8
arresting	1
arrived	1
art.	1
article	1
arts	1
arusha	1
as	35
as-yet	1
assembly	1
assigned	1
assigns	1
associated	2
associations	1
at	12
attacking	1
attacks	2
attempt	1
attract	1
attractions	1
attracts	1
authority,	1
authority;	1
available	2
average	1
avoid	1
backed	1
bamboo	1
bananas,	1
bank	1
banking	1
banks	1
banks,	1
bantu	3
based	5
basic	1
basing	1
basins	1
basis	1
bc	1
bc,	1
bc.	1
be	3
beans,	1
became	3
because	1
become	1
becoming	2
been	9
before	2
began	3
began,	1
beggars.	1
beginning	2
begonias.	1
being	8
belgian	2
belgians	2
belgium	3
belgium,	2
believe	1
belligerent	1
below	1
berlin	1
better	1
between	18
beverages,	1
bharti	1
biodiversity.	1
bird	1
birds	1
birth	1
births	2
bizimungu,	1
black-headed	1
blamed	1
boasts	1
bodies.	1
border	2
border,	1
border.	1
bordered	2
borders	2
borders,	1
both	4
branch	1
branch,	1
broad	1
broadband	1
budget,	1
budget.	1
bukavu;	1
burera	2
burera,	1
burundi	5
burundi,	2
business	1
but	11
by	52
cabinet,	1
cabinet.	2
cable	1
cables	1
can	3
candidacies	1
capital,	1
cards	2
carriers	1
cash	3
cassiterite,	1
castes,	1
catalyst	1
cattle,	1
caused	5
cease-fire	1
ceded	1
