	1
"...â in	1
"a	1
"against	1
"an	1
"ancient	1
"archontics":	1
"are	1
"blind	1
"brother"	1
"but	1
"bythos"	1
"cainites"	1
"demiourgã³s"	2
"desire"	1
"dualistic"	1
"epistle	1
"external	1
"faith")	1
"false	1
"gnosis"	2
"gnosis";	1
"gnosis:the	1
"gnosticism"	2
"gnostikos"	1
"gnostikos",	1
"gnå?sis"	1
"gnå?sis",	2
"greater	1
"ialdabaoth",	1
"learned",	1
"lion-faced	1
"manichean"	1
"mitigated	1
"må¡iha	1
"offered	1
"pistis"	1
"pleroma"	1
"proves	1
"radical	1
"republic".	1
"righteous	1
"saklas"	1
"samael"	1
"sethian"	1
"sister":	1
"sisters".	1
"some	1
"stromateis"	1
"sã¦kla",	1
"sã¦mê»a-ê¼el",	1
"the	5
"timaeus"	1
"to	1
"triple-powered	1
"valentinian"	1
'oneness	1
("adversus	1
("eccles.",	1
("immoderately	1
("logos"),	1
("on	1
("panarion",	1
('amoralism').	1
(1209â€“1229)	1
(154â€“222)	1
(1838)	1
(1864),	1
(1875)	1
(1979),	1
(3rd	1
(and,	1
(aramaic:	1
(as	1
(audians,	1
(c.	1
(depth,	1
(esoteric	1
(especially	1
(fragment	1
(from	1
(fullness,	1
(greek:	2
(he	1
(idol-worship),	1
(irreligious)	1
(kurt	1
(mani,	1
(or	1
(sect),	1
(see	2
(simon's)	1
(syriac:	1
(that	1
(variously	1
(whom	1
).	1
,	1
12th	1
13â€“26."	1
141).	1
17,	1
170)	1
19th	1
1st-century	1
20th	1
262).	1
2nd	2
3rd	5
40.1.4).	1
4:17)	1
4th	1
4th-century	1
50	1
56,	1
6.7,	1
<doc	1
[...]	1
a	59
abandoned	1
able	1
abominable	1
about	2
above	2
abstinence	2
abstinence"	1
abstinence,	1
academies	1
accepting	1
according	3
accounts	1
accuracy	1
accusation	1
accusations	1
accused	1
action	1
actions	1
active.	1
activities	1
actual	1
ad	1
ad,	1
adam	3
adamantly	1
adherence	1
adherents	1
administered	1
adopted	1
advanced	1
adversaries	1
aeons	1
affairs	1
affiliation"	1
again	1
against	1
age	2
ages,	1
ahriman,	1
aiding	1
air,	1
albigensian	1
alexandria	2
alexandria,	1
all	2
all,	1
allegations	1
allen	1
allogenes	1
allogenes,	1
allow;	1
allowed	1
alone,	1
also	5
amelius	1
america,	1
among	3
amongst	1
amoral	1
an	7
analogous	1
ancient	3
ancientâ greek:	1
and	111
and,	2
anonymous	1
another	1
antique	1
antoninus."	1
any	4
anything	1
apocalypse	1
apologist	1
apostle)	1
apostles	1
appear	2
appeared	1
appetites;	1
appointed	1
apprehension	1
approach	4
archons	1
archontics	1
are	13
areas	2
arguably	1
argued	2
argues	1
argument	1
arguments	1
arian	1
around	1
art	1
art,	1
as	47
ascent	1
ascetic	2
ascetic,	1
ascetic.	1
asceticism	3
ascribed	1
aspects	1
associated	2
assumes	1
assumptions.	1
at	4
attachment	1
attack	1
attacking	1
attained	1
attempted	2
attitude	1
attractive	1
augustine	1
authority	2
authority,	1
avoid	2
away	1
back	1
baptist.	1
bar	1
based	1
basis	1
basis,	1
be	17
bears	2
beast	1
became	2
because	3
becomes	2
becoming	1
been	4
before	2
began	1
beget	1
behaviour	5
behaviour,	1
behaviour.	1
being	10
belief	2
beliefs	1
believed	1
believes	1
below).	1
benefit	1
benevolent	2
best	1
between	1
biblical	1
bishops.	1
blanket-charge	1
blau	1
bodies	1
body	1
body,	1
books	1
borborites,	1
both	2
bottles".	1
brahmans,	1
branch	1
bridal	2
bring	1
brings	1
britain	1
broadly	1
brought	1
buddas	1
buddas.	1
buddha.	1
buddhism	2
buddhism.	2
buddhist	2
but	6
buy	1
by	27
by:	1
cain	1
cainites),	1
called	5
came	2
can	2
caprice	1
cardinal	1
carpocratians	1
case	2
case,	1
cases	1
cases,	2
cast	1
catholic	1
causes.	1
central	4
centuries	1
centuries,	1
centuries.	1
century	5
century)	1
century,	1
century.	1
ceremony	1
certain	2
challenged	1
chamber	1
chamber,	1
changed	3
character.	1
characteristic	1
characteristics	1
characterizes	1
charges	1
charles	1
children,	1
china	1
christian	7
christian,	1
christianity	3
christianity,	1
christianity.	1
christianity;	1
christians	2
christians,	1
chronology	1
church	3
church's	1
church,	1
circles,	1
claim	1
claiming	2
claims.	1
classic	1
clear	2
clement	2
co-actors	1
coexisted	1
coherent	1
collection	1
collector	1
combined	1
come	1
commentary	1
comments	1
common	5
commonly	1
communities	1
community),	1
compare	1
compared	1
completely	1
compose	1
conceived	2
conception	1
conceptuality	1
conciliation,	1
concurrent	1
condemned	1
conduct	1
confuted	1
conjecture.	1
connected	1
connection.	1
considered	5
consisting	1
consists	1
consort	1
constitute	1
constrictive,	1
contemporary	1
content."	1
context.	2
continuations	1
continued	2
continuing	1
controlled	1
controversies,	1
conversion	1
converting	1
correct	3
correspondingly	2
cosmically	1
created	1
creates	1
creation	1
creator	3
criticizes.	1
crusade	1
cult	1
curious	1
cut	1
cyril	1
d	1
daisan	1
