	1
"a"	1
"all	1
"anode")	1
"audion"	1
"b"	1
"beam	1
"c	1
"current".	1
"dual	1
"edison	1
"grid	1
"grid"	1
"grid")	1
"ground"	1
"ground")	1
"hard	1
"heater"	1
"high	1
"idle	1
"mezzanine"	1
"multisection	1
"multivalve"	1
"neutralization"	1
"oscillation	1
"plate"	1
"plate",	1
"power	1
"rectifier")	1
"screen	1
"screening"	1
"screens"	1
"tetrode	1
"tetrode",	1
"vacuum	1
"voltage",	1
"voltage-controlled	1
'50s	1
'60s,	1
'constants'	1
'r'	1
'sheet	1
'tm'	1
("cathode")	1
("screen"	1
(ac)	1
(am)	1
(and	1
(anode)	2
(anode),	2
(anode).	1
(at	2
(atop	1
(because	1
(called	1
(cathode)	1
(crt)	1
(demodulate)	1
(depending	1
(e.g.	2
(for	1
(gm)	1
(high	1
(in	3
(jfet),	1
(leads)	1
(neglecting	1
(often	1
(or	5
(plate)	1
(plate).	1
(relative	1
(schenectady,	1
(see	2
(since	1
(such	2
(tetrodes	1
(the	3
(thus	1
(tubes	1
(unrelated	1
(which	1
1	1
10	2
10â npa.	1
12	1
12ax7	1
1873	1
1883	1
1904	1
1904,	1
1906	1
1906,	1
1907	1
1907,	1
1912	1
1913	1
1914,	1
1915.	1
1916.	1
1919.	1
1920s	1
1920s.	1
1926	1
1926.	1
1940	1
1960s.	1
19th	1
20th	2
21st	1
3nf.	1
53	1
55	1
6ag11,	1
6gh8/ecf82	1
6jh8	1
6sn7,	1
77	1
7a8	1
803,	1
837).	1
9	1
<doc	1
a	120
ability	1
able	2
ac	2
ac)	1
access	1
accommodate	1
achieves	1
acting	1
active	3
add	1
added	1
adding	1
addition	3
additional	9
adjusted	1
adjustment	3
advantage.	1
affects	1
after	3
against	1
airtight	2
akin	1
all	6
all.	1
allied	1
allow	1
allowed	3
allowing	1
allows	1
also	8
alternating	2
alternative	2
alternatives	1
although	4
am	1
ambrose	3
america),	1
american	1
among	1
amount	1
amplification	4
amplification.	2
amplified	1
amplifier	2
amplifier's	2
amplifier,	2
amplifiers	1
amplifiers,	2
amplifiers.	2
amplify	1
amplifying	3
amplitude	1
an	28
analog	1
and	100
and,	1
anode	9
anode)	2
anode,	2
anode.	3
anodes	3
anodes.	1
another	3
any	2
appearing	1
applications	4
applications,	1
applications.	1
applied	6
apply	1
approximately	1
are	18
are:	1
arguably	1
arnold	2
around	1
arrangement	1
arrive	1
articles.	1
as	52
associated	1
association).	1
at	18
at&t	1
at&t's	2
attached	1
attract	1
audio	6
audion	4
automatic	1
available,	1
avoiding	1
away	1
baby	1
back	1
base	1
base,	1
base.	2
based	1
bases)	1
basic	1
basis	1
batteries	2
batteries;	1
battery	2
battery"	1
be	17
beam	4
beam'	1
became	5
because	4
become	1
becoming	1
been	3
began	1
behavior	1
behaviour	1
being	1
believed	1
below	1
below)	1
below.	1
berlin,	1
bernard	1
better	2
between	11
beyond	1
bias	3
bias".	1
biasing,	1
bijl	1
bipolar	1
blower.	1
both	2
briefly	1
british	2
brought	1
bulb	1
bulbs	1
bulbs,	2
but	8
by	31
bypassed	1
c	2
called	9
can	15
cancel	1
cannot	1
cap	1
capable	2
capacitance	3
capacitance.	2
capacitor,	1
capacitor.	1
capacitors	1
captured	1
careful	1
case	2
case,	1
cases	2
cat's	1
