	1
"-ane".	1
"-o")	1
"-ol"	1
"-one"	1
"-oxy-"	1
"cyclo-"	1
"isoparaffins".	1
"k"	2
"lock"	1
"looser"	1
"n"-hexane	1
"n"-isomer	1
"n"-pentane,	1
"n-"	1
"normal")	1
"normal",	1
"paraffin	1
"paraffin"	2
"paraffins".	1
("-a"	1
("n"	1
(2-methyl	1
(2-methylpropane)	1
(a	2
(all	1
(butane),	1
(c5h10)	1
(c5h12),	1
(crude	1
(e.g.,	1
(either	1
(for	1
(functional	1
(h-c	1
(i.e.,	1
(in	1
(loopless)	1
(mass	1
(molecular	1
(n	1
(non-systematic)	1
(or	1
(satp).	1
(systematic	1
(technically,	1
(the	1
-ane	1
-ane,	1
-ene,	1
-ine	1
-one,	1
-une,	1
-yne),	1
0.	1
0â â°c,	1
1-	1
12.01u,	1
14.03u	1
17,	1
1866,	1
2,2-dimethylbutane	1
2,2-dimethylbutane,	1
2,3-dimethylbutane	2
2-	1
20â€“30â â°c	1
3-methylhexane	1
3-methylpentane.	1
3.	1
4	1
5	1
50	1
58â â°c,	1
<doc	1
=	1
a	36
a,	1
abbreviated	1
ability	1
about	1
above	2
above.	1
according	2
acid	1
acid,	1
active/reactive	1
activity.	1
acyclic	3
acyclic,	1
added	1
adding	1
addition	1
adjacent	1
after	1
again	1
alcohol	1
aligned	1
alkane	12
alkane,	2
alkane-water	1
alkanes	35
alkanes,	6
alkanes.	7
alkyl	1
all	4
almost	2
also	4
alternative	1
although	2
always	1
ambient	1
among	1
an	12
analogues.	1
and	43
any	2
apart.	3
applies	1
appropriate	1
are	36
are,	2
are:	1
area	1
arranged	2
arriving	1
artifacts.	1
as	13
at	6
atom	6
atoms	11
atoms)	1
atoms).	1
atoms,	3
atoms.	1
attached	2
august	1
away	1
backbone	1
backbone.	1
based	1
basic	1
be	13
be:	1
because	2
been	1
before	1
being	3
belong	1
better	2
between	9
biological	1
biologically	1
blue	1
boil	2
boiling	9
bonding	1
bonds	5
bonds),	1
bonds).	1
bonds.	1
bonds;	1
brackets.	1
branched	5
branched-chain	4
branches.	1
branching	1
break	4
but	4
butane	1
butyric	1
by	9
c"n"h2"n"â +â 2â -â 2"k",	1
c-c	1
c-h	1
c17h36	1
c18h38	1
c2-alkane.	1
c4h10	1
c5h12	1
c5h12;	1
c6h14;	1
c7h16;	1
c8h18;	1
cahn-ingold-prelog	1
called	6
can	11
carbon	26
carbons	2
carbons,	1
carbons.	1
case,	1
cases	1
center	1
certain	1
ch4	1
ch4,	1
ch4.	1
chain	3
chain;	1
chains	3
chains.	1
chemical	2
chemistry,	1
chiral	1
chiral.	1
classification.	1
cnh2n+2,	1
cnh2n+2.	1
cnh2n,	1
cnh2n-2,	1
cnh2n-4,	1
cnh2n-6.	1
coexistence	1
coined	1
colourless	2
combine	1
commercial	1
common	2
common).	1
compare	1
complete	1
complicated	1
compounds	9
compounds)	2
conditions,	1
conduct	1
conductivity	1
conformations	1
consist	1
consists	1
contact	1
contact,	1
contact.	1
contain	1
convention	1
conventions	1
corresponding	2
count	1
counterparts	2
covalent	1
create	1
cross-shaped	1
cyclic	3
cycloalkane	2
cycloalkanes	5
cycloalkanes.	3
cyclobutane,	1
cyclopentane	1
cyclopropane,	1
decided	1
define	1
definition	1
denoting	1
density	1
depending	1
der	5
derived	1
determinants	1
determined	1
development	1
differ	1
difference	2
different	2
difficult	1
dimethyl	1
distinguish	3
do	2
does	1
double	1
down.	1
due	4
e,	1
e.g.,	4
each	4
each).	1
either	1
electric	1
electricity,	1
elision	1
ending	1
energy	4
entropy	1
entropy).	1
equal)	1
etc.	2
ether	1
ether,	1
ether.	1
ethyl	1
even	2
example	4
example,	3
example:	1
examples	1
exists.	1
experience	1
familiar	1
field.	1
find	1
first	2
five	1
five-membered	1
fixed	1
follow	1
following	1
follows:	2
for	23
forces	1
forces,	1
forces.	2
forces:	1
form	3
former	1
forming	2
formula	2
formula,	1
four	1
from	10
functional	1
gas.	1
gaseous;	1
general	3
generally	2
geometry.	1
give	2
good,	1
graph	1
greater	5
greek	1
greek,	1
group	4
group,	2
group.	1
group;	1
groups)	1
hand,	1
has	3
have	11
having	1
hence	1
hence,	2
heptane,	1
hexane,	1
higher	6
historical	2
hofmann	1
homologous	2
homologues	1
however	2
hung	1
hydrocarbon	2
hydrocarbon.	2
hydrocarbons	6
hydrogen	6
hydrophobic	1
i,	1
i.e.,	1
id="639"	1
identifying	1
implied	1
important	1
impossible	1
in	32
include	1
includes	1
increase	1
increases	2
increasing	1
independent	1
indicated	1
individual	1
industry.	2
insoluble	1
inter-molecular	2
intermolecular	1
into	1
is	40
is,	1
isoalkanes	1
isobutane	1
isomer	3
isomerism.	1
isomers	1
isomers),	1
isomers,	3
isomers.	1
isopentane,	1
isopentane.	1
it	4
its	1
iupac	5
iupac,	1
joined	2
just	2
ketone;	1
key	1
known	2
larger	2
latin	1
latter	1
law	1
layer	1
leads	1
less	3
like	3
limit	1
limitation	1
line).	1
linear	6
linear,	1
linked	2
lipophilicity.	1
liquids.	1
liquids;	1
list	1
list,	1
little	1
locked	1
longer	1
loops.	2
low	1
lower	2
main	1
manner,	1
mass	3
may	2
meanings),	1
means	1
melting	7
members	2
methane	1
methane,	1
methanediyl	1
methanol,	1
methoxy-methane	1
methyl	1
minimized	1
minimizing	1
miscible	1
mixture.	1
mixtures	1
molecular	4
molecule	2
molecule)	1
molecule,	1
molecule.	2
molecules	3
molecules,	2
molecules.	1
more	12
most	1
multiplier	1
n-butane	1
n-paraffins.	1
n=1	1
name	5
name,	1
name.	3
named	5
names	5
names,	1
names.	1
naming	3
naphthenes.	1
natural	1
necessarily	1
necessary,	1
neopentane.	1
nine,	1
no	3
nomenclature	2
nomenclature.	1
non-.	1
non-linear	1
nonane,	1
nonpolar	1
nor	1
not	8
now,	1
number	12
numbered	2
numbering	1
numbers	1
numerical	3
o	1
octane,	1
odd-number	1
odd-numbered	1
odourless.	2
of	54
often	3
oh	1
oil)	1
omitted	1
on	4
one	8
ones,	1
only	4
open-chain	1
or	17
order	1
organic	3
organized	1
other	5
outlined	1
oxygen	1
pack	3
packing	1
paraffin	1
paraffins	1
parent	1
particularly	1
pentane	2
pentane,	1
per	1
petrochemical	1
petroleum	1
phase,	1
phase:	1
physical	1
plane	1
point	4
point.	2
points	8
points.	3
polar	1
polarized	1
polycyclic)	1
portions	1
position	1
possible	2
possible,	1
prefix	7
prefixes	1
pressure	1
primarily	1
produce	1
propane	1
properties	1
properties.	1
property	1
propionic	1
proportions	1
pure	1
put	1
question	1
r,	1
rapidly	1
reactive	1
reason	2
reduction	2
referring	1
refers	1
relationship	1
relatively	1
remains	1
repel	1
represents	2
require	1
requires	3
respect	1
respectively.	2
retained	2
rigid	2
ring	1
ring,	1
ring.	1
rings.	1
rise	1
rises	1
rule	2
rules.	1
said	1
same	3
saturated	4
saturated,	1
second	1
see	1
seen	1
sense,	1
sequence	1
series	3
series".	1
series.	1
shorter	1
should	3
side-chain	1
side-group.	1
significant	2
similar	2
similarly	1
simple	2
simplest	2
since	1
single	3
single,	1
single-bonded	1
size	2
skeleton	1
so	3
so-called	1
solely	1
solid	4
solids	2
solids.	1
solubility	1
solubility.	1
solvents	2
sometimes	2
sources:	1
standard	2
stated,	1
stems	1
steps	1
stereogenic	1
still	1
straight-chain	4
strength	1
strictly	1
stronger	1
structural	1
structure	4
structure,	1
structures	1
structures;	1
substantially	1
substituents	1
substituted	2
such	2
suffix	2
suffixes	1
suggested	1
suggests	1
surface	1
surprise	1
symbol	1
symmetric	1
system:	1
systematic	2
systematically	1
systematizing	1
technical	1
temperature	1
tend	1
term	3
term.	1
terminal	1
terms	1
than	11
that	12
that,	1
the	116
their	6
them	2
themselves.	1
there	6
thermodynamics	1
they	9
things	1
third	1
this	11
those	2
three	2
thumb,	1
thus	2
title="alkane">	1
to	37
to,	1
together	1
together,	2
tree	1
trend	2
triple	1
trivial	4
true	1
two	7
u	1
unbranched,	1
under	1
up	1
upon	1
upper	1
url="http://en.wikipedia.org/wiki?curid=639"	1
usage	2
use	2
used	2
using	2
usually	3
van	5
various	1
very	1
viewed	1
von	1
vowel	1
vowels	1
waals	5
water	3
water.	3
water:	1
waxes	1
way	1
ways	1
ways,	1
weight)	1
weight,	1
well	3
well-organized	1
were	2
where	4
whereas	1
which	11
whole	1
wilhelm	1
will	3
with	17
âˆ’12	1
â‰ˆ1.01u	1
â€”	1
â€”ch2â€”,	1
