	5
"adrianus	1
"augustus	1
"filioque"	1
"filioque",	1
"five	1
"haec	1
"karolus	1
"rocca".	1
"stephanus	1
(25	1
(26	1
(750	1
(at	1
(for	1
(i,	1
(latin:	2
(notably	1
(such	1
(the	1
(who	1
.	1
1	1
11	1
12	1
1210/1220	1
1276),	1
1276.	1
1673	1
1789.	1
18	1
18th	2
1953	1
23	1
26	2
28)	1
6	1
715[]	1
751,	1
752	1
754,	1
756,	2
757)	1
757.	1
774	2
795	1
795),	1
799),	1
800,	2
800.	1
803,	1
808,	1
809	1
809.	1
810.	1
816	1
816.	1
8th	1
</doc>	2
<doc	3
a	21
aachen	2
abbasid	1
about	2
above	1
accepted	1
according	2
accounts.	1
accused	1
acknowledged	1
acquired	1
acquisition	1
across	1
act	1
acted	1
actual	1
ad)	1
adding:	1
addition	1
addressing	1
administrator	1
adrian	8
adriatic.	1
adultery	1
advances	1
affectionate,	1
after	2
again.	1
against	3
agriculture	1
al-andalus,	1
al-andalus.	1
alcuin,	1
all	3
allegiance	1
alliance	2
along	3
also	5
although	2
ambition,	1
among	1
amore	1
an	4
ancien	1
ancient	1
ancona).	1
and	68
anointed	1
anticipate	1
any	1
approved	1
april	1
april,	1
archbishops	1
architecture	1
are	1
armed	1
army	1
army.	1
arose	1
around	2
as	15
asked	1
asserts	1
assumed	1
at	9
athens,	1
attacked	1
attacks,	1
atyuppius	1
august	2
authority	1
available	1
avars.	1
back	2
basilica	1
basilica,	1
basis	1
be	7
beautification	1
became	2
because	2
been	5
before	1
beforehand	1
began	1
believed	1
belonging	1
benefactor	1
benevento,	1
beset	1
between	4
biographer,	1
biography.	2
bishop	1
body	1
born	1
both	3
brought	2
bulgars	1
burial.	1
buried	2
but	5
by	11
byzantine	2
c.	1
caliphate	1
came	1
camp	1
campaign	1
canonization.	2
canonized,	1
canterbury.	1
capital	1
captured	2
cardinal-priest	1
caroli	1
carolingian	2
cathedrals,	1
catholic	1
causes	1
cautela	1
centered	2
central	1
centuries.	1
century	2
century,	1
ceremony	1
certain	1
chapel.	1
charges	1
charitable	1
charlemagne	10
charlemagne's	5
charlemagne,	1
charlemagne.	1
charles	3
charles'	1
chief	1
christian,	1
christmas	2
chronicles	1
church	3
church,	1
churches	1
cities	1
cities"	1
citizenry.	1
city	3
city,	1
classical	1
clement	1
commentaries	1
committed	1
composed	1
composed,	1
concept	1
concerning	1
condition	1
conferred	2
confession	1
confirm	1
confirmed	2
congratulation	1
conquests	1
conquests,	1
consecrated	1
consent	1
considerable	1
constantinople	1
constantinople,	2
constantinople.	1
constituted	1
contained	1
continent	1
contributed	1
control	1
coordination	1
copyists	1
coronation	4
corsica	1
corsica,	1
could	1
council	2
counties	1
course	1
court,	2
cream	1
creed,	2
crop	1
crown.	1
crowned	2
crowning	1
cultural	2
dashed	1
day	3
day.	1
days	1
de'	1
death	5
death,	1
debate	1
dec.,	1
december	1
december,	1
decision	3
defeated	1
defend	1
defended	1
defender	1
delineation	1
delivered	1
desire	1
diagonally	1
did	2
did.	1
dignity	1
diocese	1
discussed,	1
displayed	1
dispute	1
districts	1
doctrine	1
document	1
does	1
donation	6
doubt	1
duchies	1
duchy	3
due	1
duke	1
during	1
dynasty	1
each	1
eardwulf	1
early	1
eastern	5
effective	2
effort	1
einhard,(vita	1
elected	2
election	1
election.	1
elevation	1
eliminated	1
elizabeth.	1
emperor	2
emperors	1
empire	3
empire.	1
empress	1
enabled	1
end	1
enemies	2
england.	1
english	1
enrichment	1
envoy.	1
epic	1
episcopate	1
escorted	1
especially	1
established	1
et	2
europe	1
europe.	1
even	3
evidences	1
evoked	1
example,	1
exarchate	3
executed	1
exercise	1
exhibits	1
exiled.	1
expressed,	1
extended	1
extension	1
extensive	1
eyes	1
facts:	1
faith).	1
fano,	1
father	2
father,	1
father.	1
feelings	1
few	1
fidei"	1
fief.	1
fieschi,	1
finally	1
first	2
flaminian	1
following	2
for	12
forbade	1
force.	1
forced	1
forces	1
forces.	1
forerunners	1
forlã¬	1
formal	1
formed	1
former	1
forms	1
fortified	1
four	1
frankish	6
franks	2
franks.	1
freedom	1
french	1
from	13
fugitive	1
function	2
gate,	1
gathered	1
gaul),	1
gave	1
gift	1
give	1
given	2
go	1
government	1
gradually	1
grandeur	1
granted	1
granting	1
grave	1
great	3
greater	3
greatest	1
ground,	1
had	13
hand,	1
happen,	1
harness	1
has	1
haste	1
hatred	1
have	2
he	22
held	2
help	1
helped	1
her	1
here	1
heritage	1
hesitate	1
higbert,	1
him	3
him,	2
himself	1
hinterlands,	1
his	31
historians.	1
historical	1
history	1
history.	1
hold	1
holiness,	1
holy	4
home	1
honour	1
horses),	1
horseshoe	1
house.	1
however,	1
hymns	1
i	3
i,	2
id="23803"	1
id="23813"	1
id="23829"	1
if	1
ii	3
ii";	1
ii">	1
iii	4
iii">	1
imperial	2
implied	1
imposed	1
in	46
included	2
informed	1
informing	1
ingelheim,	1
instance),	1
institutions	1
intellect,	1
interference	1
into	1
invaded	1
invalid.	1
invasion	1
involvement	1
irene	1
iron	1
irregurality	1
is	2
isaurian	1
islamic	1
island.	1
issued	1
it	4
it.	1
italy	2
its	2
itself	2
itself.	1
january	1
jealousy	1
july	1
june	1
just	1
justinian,	1
keys	1
king	6
king's	2
king.	1
kingdom.	1
kings	2
known	2
lack	1
land	1
last	1
later	4
laying	1
leadership	1
learning.	1
left	2
leo	18
leo's	1
leo,	2
leos,	1
leos.	1
letter	2
letters	1
lichfield	1
lichfield.	1
life	1
like	1
likewise,	1
litanies	1
liturgical	1
lombard	7
lombards	2
lombards,	2
lombardy.	1
