	1
"all	1
"all-american	1
"all-star"	1
"barclay	1
"champions	1
"champions",	1
"city	1
"descriptive"	1
"hero-for-hire",	1
"jungle	1
"justice	1
"mutants	1
"mystic	1
"northstar"	1
"pocket	1
"police	1
"static	1
"static,"	1
"super	6
"superhero"	1
"supersoldier	1
"the	3
"thrilling	1
"triumph-adventure	1
"uncanny	1
"universes"	1
"watchmen",	1
"yellow	2
#1	3
#2	2
#20	1
#4	1
#8	1
(1919)	1
(1928),	1
(1929)	1
(1930).	1
(1931),	1
(1936)	1
(1938)	1
(african-american),	1
(also	2
(and	2
(asian),	1
(asian-american	1
(aug.	3
(batman,	1
(but	1
(comics)	1
(e.g.,	1
(even	1
(feb.	1
(for	1
(frequently	1
(from	1
(green	1
(jan.	1
(latino).	1
(march	1
(nov	1
(sometimes	1
(spawn,	1
(the	1
13-year-old	1
1903	1
1917.	1
1930s	1
1930s,	1
1940),	2
1940);	2
1940.	1
1940;	1
1940s	1
1940s,	2
1941),	1
1941).	1
1941);	1
1941;	1
1942).	1
1950s	1
1950s,	1
1960s	2
1960s,	2
1966,	1
1969,	1
1970s	1
1970s,	1
1971	1
1971,	1
1974,	1
1975	1
1980s,	2
1980s.	1
1989,	1
1990s,	1
1991,	1
1992.	1
1993,	1
2,	1
2000	1
2000s-era	1
2003	1
2009,	1
3,	1
6,	1
72243225	1
73222079.	1
<doc	1
a	51
a.c.	1
abilities.	1
accusations	1
actual	1
adapted	1
addition	1
addition,	1
adopted	1
adored	1
adult	1
advanced,	1
adventured	1
adventurers	1
african	2
african-american	2
african-american-owned	1
african-americans)	1
african-female	1
after	3
afterward,	1
against	1
age	1
ageless,	1
agent	1
agreement	2
alien	1
aliens,	1
all	2
all-american	1
allow	1
allowed	2
almost	2
also	5
alternate	1
although	2
america	2
america's	1
america,	1
american	7
american,	1
americans	3
americans.	1
an	7
ancient	1
and	78
and/or	2
animals,	1
animated	2
another	2
antagonist,	1
antecedents	1
antiheroine,	1
any	1
appeal	2
appearing,	1
april	1
archenemy.	1
archetype	1
archetypes	1
archetypical	1
are	16
arrow	1
artist	1
artist,	1
artists.	1
as	41
asian	3
assertive	1
associated	1
at	2
athletic,	1
atom	1
atom's	1
attorney	1
attractive,	1
audiences	1
aug.	1
augmented	1
avenger	1
avengers'	2
avengers,	1
avoid	1
avoided	1
base	1
based	1
bases	3
bases,	2
bases/headquarters.	1
bat	1
bat,	1
batcave).	1
batgirl,	1
batman	4
batman's	2
batman,	2
batwoman	1
baxter	1
be	4
became	9
become	1
been	2
beetle	1
began	3
beginning	2
being	2
between	1
bitten	1
black	10
black-hispanic	1
blaxploitation	1
blue	1
book	2
book.	1
books	1
books,	1
both	2
bradley,	1
breasts	1
breasts;	1
bucky).	1
building,	1
but	2
by	13
byrne.	1
cage	1
cage,	1
called	2
came	1
can	1
canadian	2
canary	1
captain	5
carried	1
cartoonist	1
cat,	1
categories	2
catwoman,	1
caucasian,	1
celebrities;	1
centered	2
character	9
character's	1
characterize	1
characters	13
characters,	1
charatcer	1
chi,	1
child	1
chill	1
civic	1
civil	1
claimed	1
class,	1
classification	1
claw".)	1
clock,	1
clothing.	1
co-owned	1
cold	1
color	1
colorful	1
colossus	1
combat	1
combating	1
comedic	1
comic	8
comic-book	3
comic-strip	2
comics	11
comics"	8
comics'	2
comics,	4
comics.	3
comicsâ€™s	1
common	6
community	1
companies	2
companies.	1
company	3
competition.	1
concern	1
confederacy,	1
confident	1
confront	1
considered	1
consisting	1
context	1
continuity	1
continuity,	1
controversy	1
convention	1
conventions.	1
corps	1
correctness	1
costume	6
costumed	6
costumes	3
could	1
counter	1
counterparts.	1
course.	1
covering	1
created	1
created.	1
creation	1
creators	1
creature	1
credited	1
crime	4
crimefighters	1
criminal	1
critics	2
crosses	1
cryptic	1
culled	1
cultural	2
cultural,	1
current	1
cyborg	2
danner	1
daredevil	1
dates	1
day	1
day-to-day	1
dc	11
dc's	2
debuted	5
debuting	3
decades	1
decades,	1
declared	1
dedicated	1
deemed	1
defend	1
definitions	1
definitions,	1
demographics)	1
demonstrated	1
depicted	2
depiction	1
depictions	1
designates	1
designation	1
despises	1
destructive	1
detected	1
detective,	1
developed	1
devil,	1
dictionary	1
did	1
dies.	1
director	1
discussions	1
disguised	1
display	1
dispute	1
distinctive	2
