	1
"black	1
"clostridium	2
"clostridium"	1
"drugs	1
"genus,	1
"legionella	1
"mycoplasma	1
"salmonella	1
"streptococcus	2
'first-generation'	1
("circa"	1
(19,	1
(39,	1
(42%)	1
(ciprofloxacin	1
(ciprofloxacin),	1
(effective	1
(levofloxacin),	1
(moxifloxacin),	1
(quinolones)	1
(three	1
10,000	1
100,000	1
112,000	1
130,000	1
15	1
17	1
1962	1
1962,	1
1970s.	1
1997).	1
1998.	1
2	1
20	1
2002.	1
2005	1
2008.	1
2011	1
4%	1
5	2
6	1
6%	1
6-position	1
60	1
65	1
712	1
<doc	1
>	3
a	23
ability	1
absolutely	1
absorption	1
academy	1
according	1
achilles	3
acid	5
acid,	2
acid.	1
acquisition	1
act	1
action	2
action.	1
active	1
activity	4
activity,	1
acute	5
added	1
addition	2
addition,	1
additional	1
administration	3
adults	1
adverse	11
advised	1
advised.	1
advising	1
advisory	1
affinity	1
after	5
age	1
age,	1
agency	1
agent	1
agents	1
agents,	1
agents.	1
ages	1
all	5
almost	1
also	3
alternative	2
aluminium-	1
ambulatory	1
america,	1
american	3
among	1
an	7
analogs	1
analyses	1
and	50
and,	2
animals.	1
another	1
antacids	1
anthrax	1
antibacterial	7
antibiotic	6
antibiotics	6
antibiotics.	1
antiviral	1
any	1
appears	1
applied	1
appropriate	1
approved	2
april	1
are	29
are,	1
arrhythmia,	1
arthritis.	1
as	24
associated	7
at	9
athlete	1
athletes.	1
atom	3
attached	1
attempt	1
attributed	1
authors.	1
avelox	1
avoidance	2
avoided	1
azithromycin	1
bacteria)	1
bacteria,	3
bacteria.	1
bacterial	5
based	2
basic	1
be	13
because	2
become	1
been	10
began	1
behalf	1
being	2
belong	1
belongs	1
best	1
between	1
bind	1
binding	1
blockade	1
blocking	2
bone	1
both	1
box"	1
boxed	4
broad	2
broad-spectrum	4
bronchitis,	1
but	7
by	13
c-7	1
c6	2
calcium,	1
can	8
carcinogen	1
cases	5
catheters.	1
cations,	1
causation.	1
caused	2
ceftriaxone	1
cell,	1
cells	1
centers	1
central	3
cephalosporins	1
cephalosporins,	1
cephalosporins.	1
certain	1
channels.	1
chelating	1
