	1
"al-jazä?'ir"	1
"al-jazä?ê¼ir";	1
"algã©rie"),	1
"bani	1
"civilizing"	1
"colons"	1
"dzayer",	1
"dã©partement"	1
"fatimids"	1
"islands	1
"jazä?'ir	1
"license	1
"ojaq";	1
"pied-noirs."	1
