	1
"fastest	1
"great	1
"the	1
"tsangpo").	1
&	1
'and	1
(0.15	1
(0.8	1
(2	1
(6	1
(735,000	1
(also	1
(ancient	1
(bombay)	1
(calcutta)	1
(covering	1
(formerly	1
(further	1
(high	1
(lac)	1
(loc)	1
(myanmar)	1
(on	1
(or	1
0	1
1,337	1
1,600,000	1
1.9	1
10	1
10%	1
100	2
1000	2
106	2
1100000	1
12	1
120	1
1200	1
1255	1
14,500â km	1
14â°	1
1500	1
15106.70	1
15200	1
15â cm/year	1
1643	1
166,836	1
1751	1
189	1
193	1
1947	1
1993	1
20%	1
200	1
2000	2
200000	1
2001	1
2005.	1
2007,	1
2009[	1
204	1
2528000	1
29	1
2933	1
2â cm/yr	1
30	2
30,000.	1
300	1
3000	1
3166414	1
32	1
3214	1
3323	1
35	1
352	1
375	1
37â°6'	1
3rd	1
4,057â km	1
400	1
4096.70	1
4â mm/yr	1
50	3
500	1
55	1
572	1
5â cm/yr	1
61%	1
642	1
65000	1
68â°7'	1
699	1
6â°	1
6â°45â€™10â€³n	1
7	1
7,928	1
700	1
700000	1
7517	1
77â°32â€²28â€³e	1
8598	1
8â°4'	1
8â°4â€²41â€³n	1
90	2
92	1
92â°	1
93â°49â€™36â€³e,	1
94â°	1
97â°25'	1
<doc	1
[update]],	1
a	34
able	1
about	7
above	1
access	1
according	2
across	3
act	1
active	1
actual	1
adjacent	1
afghanistan	1
after	1
ago,	2
all	3
alluvial	1
alluvium	1
alone	1
along	7
alpine	1
also	5
amidst	1
amindivi	1
among	1
an	5
ancient	1
and	125
and.	2
andaman	7
andamans	1
andhra	3
annual	2
another	1
any	1
approximately	1
arabian	7
arc	1
are	34
area	9
area.	1
areas	2
areas.	5
arid	1
arise	1
around	1
arunachal	4
as	19
asia	2
asia.	1
assam	2
assam,	1
assam.	1
associated	1
at	10
atolls,	1
australian	1
average	3
averages	1
backwaters	1
bangladesh	5
bangladesh,	2
bangladesh.	1
bangladeshi	1
banks,	2
baratang.	1
barren	1
barrier	2
baseline.	1
basin	1
bay	8
be	2
beas,	2
because	1
been	2
began	1
belonging	1
below	2
belt	2
bengal	7
bengal,	2
bengal.	3
bengalâ€“bangladesh	1
between	11
bhuj	1
bhutan	1
bhutan,	2
bhutan.	1
bigha	1
bihar	1
bihar,	1
biogeographers	1
bodies.	1
bombay	1
border	16
borders	6
both	3
bottoms,	1
boundaries	1
boundary	3
bounded	3
brahmaputra	4
brahmaputra.	1
brahmaputra;	1
branch	3
branch.	1
branches,	1
bridge,	1
brings	1
broadleaf	1
burma	1
burma,	1
burma.	2
burmese	1
but	1
by	19
c	2
calcium	1
calculations	1
calimere.	1
called	1
cambay,	1
can	4
canals.	1
cape	2
capes	1
carbonate	1
catchment	3
cause	2
causing	1
cenozoic	1
central	1
central,	1
chambal	1
chambal,	2
channel,	2
chenab,	2
chhattisgarh.	1
chilka	1
chin	1
china,	2
china.	1
cholistan	1
chota	4
city	2
claim,	1
claimed	1
classified	4
clay,	1
climate	3
coal	1
coast	3
coast,	2
coast.	2
coastal	4
coastal.	1
coastline	1
coasts.	1
cold	1
collided	1
collision	2
comorin),	1
compacted	1
compress	1
comprises	1
conducive	1
connects	1
consist	3
consistency	1
consisting	2
consists	3
constitute	3
constituted	1
constitutes	1
contained	1
continent	1
continent".	1
continental	1
continues	1
control	2
control.	1
coral	1
coromandel	1
corridor	1
corridor,	1
cotton.	1
country	4
country's	1
coupled	1
covered	2
covering	3
covers	3
craggy	1
created	2
cretaceous	1
crops	2
crossing	1
crust	1
dal	1
damaging	1
daman,	1
deccan	7
deciduous	2
deciduous,	1
deeply	1
define	1
defined	2
deform,	1
degree	2
dehgramâ€“angalpota	1
delineated	2
delta,	3
deltas,	1
densely	1
dependable	1
dependent	1
deposition	1
depth	1
depths,	1
describes	1
desert	4
desert,	1
desert.	3
deserts")	1
destroying	1
determined	1
development.	1
discharges	1
displacements	1
distance	2
distend	1
districts)	1
diu	1
divided	4
dividing	1
divisions:	1
dominated	1
dormant	1
drain	4
drained	2
draining	2
dry	2
dune	1
dunes,	1
during	4
early	1
earth's	1
earthquake	2
earthquake,	1
earthquakes.	1
east	6
east,	2
east.	3
eastern	6
eastward.	1
eastward.the	1
ecoregion.	2
ecozone	1
ecozones:	1
effective	1
eight	2
elephanta	1
elevation	3
elevations	1
empty	1
enclave;	1
enclaves	2
enclaves.	1
encompass	1
enters	1
entirely	1
eocene	1
epicentre	1
epoch	1
equator	1
equatorial	1
era,	1
erratic,	1
erupted	1
estuaries.	1
eurasia	1
eurasian	4
exceeding	1
exceeds	1
expanse	1
extend	1
extends	4
extensive	1
extreme	1
facilitate	1
far	2
far-eastern	1
farmed	1
farmers	1
fast-flowing,	1
faster	1
features	1
features.	1
fertile	1
fertilisation,	1
five	2
fixed	1
flanked	1
flat	1
flat,	1
flooding	1
floods	1
flow	2
flowing	1
flows	4
foothills	1
for	2
forest	1
forest.	1
forested	1
forested,	1
forests	2
forests.	1
formations	1
formed	4
former	1
formerly	2
forms	2
forms,	1
forty-two	1
found	1
four	2
from	29
frontier	1
frontiers	1
ft	3
ganges	6
ganges,	3
ganges-brahmaputra-meghana	1
gangesâ€“brahmaputra	1
gangotri	1
generally	2
gently	1
geographic	2
geography	2
geography.	1
geological	1
geologists	1
german	1
ghaghara,	1
ghats	3
ghats,	1
ghats.	3
gives	1
glacier	1
goa,	1
godavari	1
godavari,	2
gomti	1
gomti,	1
gondwanaland	1
gondwanaland.	1
great	6
ground	2
groups,	1
grown	3
gujarat	4
gujarat,	1
gujarat.	2
gulf	9
gulfs	1
gypsum.	1
half	1
harbour;	1
hard	1
has	6
have	5
having	2
hazaribagh,	1
heavier	1
heavy	1
here.	1
high	1
highest	3
highlands	1
highlands.	1
hills	2
hills,	2
himachal	1
himalayan	4
himalayas	2
himalayas,	2
himalayas.	2
hindu	1
homes.	1
hot	1
humidity.	1
id="14597"	1
immediate	1
important	3
in	80
in/yr),	1
in/yr).	3
include	9
includes	1
indefinitely	1
india	29
india">	1
india's	12
india,	6
india.	7
india;	1
indian	20
indira	3
indo-australian	2
indo-gangetic	5
indomalaya	1
indonesia.	2
indonesian	1
indoâ€“gangetic	1
indus,	3
influence	1
informal	1
injured	2
inland	1
intensely	1
interdunal	1
into	19
inundate	1
irrigation	2
is	56
island	9
island);	1
island.	1
islands	11
islands,	2
islands.	2
islands;	1
isles,	1
islets.	1
it	19
its	10
iv	1
jammu	3
jamuna	1
jharkhand	1
jhelum,	1
join	1
julyâ€“september	1
june.	1
just	1
kachin	1
kangchenjunga,	1
kanyakumari	3
karnataka,	1
kashmir	1
kashmir,	4
kashmir.	1
kathiawar	1
kaveri	2
kaveri,	1
kerala	1
kerala,	1
kerala.	2
khambat.	1
khasi	1
killed	2
km	11
km,	1
km.	5
km2	1
km2.	6
known	5
kodarma	1
kolkata	1
kolleru	1
konkan	1
kosi,	1
koyna	1
krishna	2
krishna,	1
krishna-godavari	1
kush,	1
kutch	4
kutch,	1
kutch.	2
laccadive	3
lake	6
lake(lagoon	1
lake)	1
lake,	1
lakes	1
lakshadweep	2
lakshadweep,	1
land	5
landmass,	1
landscape	1
lanka	1
lanka;	1
large	2
largely	4
largest	3
largest,	1
last	1
late	1
latitude	2
latur	1
leased	1
leeward	1
length	2
level.	2
levels	1
lie	2
lies	5
line	2
line,	1
lives	1
loams	1
located	4
located.	1
loktak	1
longest	1
longitude.	2
low	1
low-lying	1
luni.	1
lying	2
m	2
m.	2
made	1
madhya	1
mahanadi	4
mahanadi,	1
maharashtra	2
maharashtra,	1
mahi	1
main	5
mainland	1
mainland,	2
maize,	1
major	8
majuli,	1
making	1
malabar	2
maldives	1
malwa	3
mandovi	1
manipur	1
manipur,	1
mannar	1
mannar,	1
mannar.	1
marine	1
maritime	1
may	2
measures	1
meghalaya,	1
meghna.	1
merges	1
metal	1
metres,	1
mild	1
mileâ²).	1
million	3
millionâ kmâ²	1
minicoy	1
mizo	1
mizoram	1
mizoram.	1
mm	2
moderate	1
modern	1
moist	1
monsoon	6
monsoons	1
more	1
most	13
mostly	4
mount	1
mountain	2
mountainous	1
mountains	4
mountains,	1
mountains.	1
move	1
moved	1
moves	2
moving	3
much	4
mud	1
mumbai	1
nadu	1
nagaland,	1
nagpur	4
narcondum	1
narmada	1
narmada,	1
narrow	1
narrowed	1
national	1
nations	1
natural	3
navigable	1
near	2
negrais	1
nepal	4
nepal.	2
network	1
networks	1
nicobar	9
nmi	1
north	8
north.	1
northeast	3
northeast,	1
northeastern	2
northern	6
northern,	1
northwards	2
northwestern	2
numerous	2
occupies	2
occurring.	1
occurs	1
ocean	2
oceanic	1
of	136
off	2
often	2
on	15
one	2
ongoing	1
only	4
or	2
ores	1
originate	1
originates	3
originating	3
orissa,	1
orogenic	1
orrisa,	1
other	7
others	1
outflow.	2
over	2
paddy	1
pakistan	5
pakistan-administered	1
pakistani	1
palearctic	1
palk	2
pan	1
pangea).	1
parallel	1
park.	1
part	3
particular,	1
partition	1
parts	1
parts,	1
patkai	1
peak.	1
peaks	1
peninsula	2
peninsula)	1
peninsular	2
people	4
people's	1
per	1
percent	2
perennial	1
perennial,	1
period,	1
physiographic	2
plain	4
