	1
"democracy	1
"garibi	1
"graduates"	1
"his	1
"i	1
"indira	2
"mrs	1
"that	1
"there	1
"these	1
"woman	1
(	1
(1975–1977).	1
(];	1
(a	1
(and	1
(compared	1
(congress	1
(eradicate	1
(garibi	1
(i)	3
(i).	1
(no	1
(o)	1
(or	1
(prime	2
(r)	1
(the	2
(upper	1
(who	1
10-point	1
12	1
153	1
19	2
1917	2
1934.	1
1937	1
1940,	1
1941,	1
1947	1
1950s,	2
1959.	2
1964	2
1964,	1
1966	4
1966,	2
1967	2
1969	1
1969,	1
1971	6
1971.	2
1972,	1
1973	1
1973-75	1
1975	2
1975.	1
1977	4
1977,	1
1977.	1
1977:	1
1978.	1
1979,	2
1979.	2
1980	3
1984	1
1984)	1
1984,	1
1984.	1
1999.	1
2001,	1
2010,	1
25	1
31	2
350	1
352(1)	1
65	1
92	1
<doc	1
[opposition]	1
a	36
abdullah	1
abolition	1
about	2
according	2
accordingly,	1
achievement	1
achieving	1
across	1
activities	1
adi	1
administration	1
administration,	1
advantage	1
after	16
afterwards,	1
again	2
against	5
agreement	1
ahmed	3
ailing	1
airlines	1
ali	1
aliance's	1
all	5
allahabad	4
allahabad,	2
allahabad.	2
allegations	1
alleged	1
alliance	2
alliance,	2
alliance.	1
allow	1
allowing	2
almost	1
along	1
also	7
ambitious	1
amritsar.	1
an	10
anand	1
and	77
and,	1
announced	1
anti-poverty	1
any	3
appeal	1
appointed	3
approached	1
armies	1
arrest	5
arrest,	1
article	1
as	26
ashoke	1
asia.	1
asian	1
asked	1
assassinated	1
assassination	2
assemblies	1
assembly	1
assistant	1
at	13
atal	2
attacked	1
attacks.	1
attempt	1
attend	1
attended	3
august	1
automatically	1
awarded	1
away,	1
backfired	1
backing	1
badminton	1
bahadur	2
bahuguna	1
bangladesh,	1
bangladesh.	1
banks	1
banned	1
bansi	1
bareily),	1
base	1
based	2
basis	1
bbc	1
be	5
became	3
because	1
become	2
bed-ridden	1
been	1
before	2
being	5
believe	1
belonged	1
between	4
bex,	1
bharati	1
bhavan;	1
bid.	1
biggest	1
bihar	1
bihar,	1
bihari	2
bk	1
bodyguards	1
bogged	1
bombay.	1
born	1
born,	1
both	3
bribery	1
briefly	1
bringing	1
britain,	1
british	1
broadcasting.	2
brother	1
brought	1
bukhari	1
but	5
by	31
bye-election	1
bypass	1
cabinet	3
called	3
calls	1
came	6
campaign	2
campaigning.	1
capacity,	1
career.	2
carried	1
case	1
case,	1
castes	1
caused	2
cecilia's	1
censored	1
censorship	1
central	4
centralisation	1
centralised	1
certain	1
cfd	1
chance	2
change	1
changes	1
charan	6
charges	3
charges,	1
chavan	1
chief	3
chikamagalur	1
child	2
childhood.	1
choose	1
chose	1
choudhary	1
christian	1
circumstances	1
citizens	1
claimed	1
class.	1
clean,	1
coalition	1
colleagues	1
college	1
commercial	1
commissioner	1
common,	1
communist	2
compelled	1
completing	1
compulsory	1
conditions	1
conditions.,	1
conflicting	1
congress	28
congress'	1
congress(r)	1
congress.	1
conquered	1
considerable	1
constantly	1
constituency	1
constitution	1
constitution,	1
constitutional	1
contact	1
contest	1
continue	2
control	2
convent	1
conviction	2
could	1
country	2
country,"	1
country."	1
court	3
court.	5
courting	1
created	2
creation	1
crisis.	1
criticism	1
crushed	1
curfews	1
cut	1
deal	1
death	4
death,	1
debate	1
decided	1
decides	1
decision	1
decision.	1
declare	1
declared	2
decree	1
decree.	2
defeated	4
defence	1
defend	1
degree.	1
delhi,	1
delhi.	1
delivered	1
demanded	1
democracy),	1
demonstrated	1
dependent	1
desai	3
desai,	2
designed	1
despite	2
detain	1
developed	1
dharm	1
dictatorship."	1
did	4
died	1
died,	1
direct	1
directing	1
disastrously.	1
disbursed...	1
dishonest	1
dislodging	1
dismissal	1
dismissed	2
disorder	1
disorder,	1
disrupting	1
dissolved	1
distinction	1
doctors.	1
dominant	1
down	2
draconian	1
drop	1
dropping	1
drought	1
dual	1
due	3
durga	1
during	12
each	1
early	4
east	1
easy	1
ecole	2
economics,	1
economics.	1
education	1
effect	1
effectively	1
either	1
elected	3
election	13
election,	3
election.	1
elections	8
elections,	2
elections.	2
electoral	2
electorate	2
elimination	1
emergency	10
emergency’�?.	1
end	1
england	2
enrolling	1
enter	2
entered	1
entire	1
entirely	1
entity,	1
entrance	1
entry	1
especially	1
estate	1
europe,	1
europe.	2
ever	1
every	1
evidence	1
examination	1
excessive	1
exodus	1
expelled	2
expenditure,	1
expenses,	1
experience	1
extending	1
faced	1
faction	1
faction,	1
faction.	2
failed	1
fakhruddin	1
falling	1
family	3
father	3
father's	3
father,	2
fernandes	1
feroze	2
few	2
figure	2
filed	1
finally,	1
finance	1
first	8
floated	1
floating	1
following	3
for	17
form	2
formation	1
former	2
forming	1
fortunes.	1
found	1
four	1
fourteen	1
fourth	1
frequently	2
friends,	1
from	22
funded	1
further	1
future	1
gain	1
gained	1
gandhi	45
gandhi">	1
gandhi's	6
gandhi),	1
gandhi,	6
gandhi.	1
gandhian	1
garibi	1
gave	1
general	2
geneva,	1
george	1
getting	1
give	2
goddess	1
government	15
government's	1
government,	1
government.	2
government;	1
governments	2
governments".	1
governor.	1
grades	1
granted	1
great	2
greatest	1
grew	1
grossly	1
grounds	1
guidance	1
guide,	1
guilty	1
gujarat	1
gujarat.	2
had	16
hailed	1
harm	1
has	1
hatao"	2
hatao)	1
hatao,	1
hatred	1
have	1
having	2
he	3
heavily	1
hegemon	1
held	3
hemwati	1
her	64
her).	1
her.	4
her...even	1
high	6
highly	1
hijacked	1
him	2
hindu	1
his	5
history,	1
history.	1
hold	1
holding	1
holy	1
home	3
honorary	1
honoured	1
hooligans	1
house	2
house)	2
house).	1
house,	1
however,	4
hundreds	1
husband	1
id="15179"	1
ill-health	1
illness,	1
illustrious	1
imam	1
immediate	1
impending	1
importantly,	1
impose	1
imposed	1
in	97
incarcerated	1
included	5
includes	1
increasing	1
indefinitely	2
independence	3
independent	3
india	10
india's	3
india)	1
india,	1
india.	5
indian	9
indira	23
indira's	1
indira)	1
indira,	1
inexperience	1
infighting.	1
inflation	1
influence	2
information	2
insisted	1
instances	1
instead	1
instrumental	2
intentions	1
intermittently	1
internal	2
internationale	1
interview	1
into	3
intra-party	1
is	2
issue	1
issued	2
issues,	1
it	8
its	4
jagjivan	1
jagmohanlal	1
jai	1
jail	1
jama	1
janata	9
january	2
january,	1
jawaharlal	3
jayaprakash	2
jet	1
judge	1
july	1
june	2
justice	1
kamala	1
kamaraj	1
kashmiri	1
kerala	1
killing	1
knew	1
known	2
kumar	1
lal	2
lal.	1
landslide	3
large	1
largest	1
last	2
lasting	1
later	5
later,	1
latin.	1
latin—a	1
lawlessness	1
lead	1
leader	3
leader,	1
leader.	3
leaders	3
leadership	5
leading	1
leave	1
leaving	1
led	4
left	2
legislative	3
letters.	1
life	1
lifted.	1
like	1
likewise	1
limited	1
little	1
local	1
locally,	1
lok	5
london	1
lonely	1
long-running	1
lost	2
lot	1
lower	2
loyal	1
loyalties	1
loyalty.	1
machinery	1
made	1
madurai,	1
mahatma	1
maintained	1
major	1
majority.	1
make	1
malpractice.	2
managed	2
manifesto.,	1
many	1
march	3
mark	1
marriage	1
marriage,	1
mary's	1
masjid,	1
matriculation	1
may	1
meant	1
member	3
members	1
members.	2
merged	1
met	1
methods.	1
millennium"	1
minister	20
minister,	4
minister.	1
ministers	2
ministership	1
ministry	1
minor	1
misjudged	1
modern	1
money,	1
months	1
months,	1
months.	1
morarji	4
more	2
most	3
mostly	2
mother	4
mother,	2
motto	1
moved	1
movement	2
moving	1
mps	1
mr	2
mrs	1
mrs.	3
much	1
muslim	1
must	1
nadu	1
named	2
nandan	1
nandini	1
narain	1
narain,	2
narayan	1
narayan,	1
narayan.	1
national	3
nationalists,	1
nationalization	1
nazi	1
nearly	1
nedumaran	1
nehru	2
nehru,	3
nehru.	2
nehru;	1
new	3
news	1
nijalingappa	1
none	1
not	6
nouvelle	1
november	2
now	1
number	1
numerous	2
n�e	1
october	2
of	105
office	2
office).	1
office.	3
officials	1
often	1
oil	1
on	21
one	2
only	5
opponent	1
opposed	1
opposition	9
opposition-controlled	1
or	4
order	2
ordered	4
ordering	1
ordinances	1
organised	2
organizations,	1
other	1
otherwise".	1
our	2
out	4
outside	2
over	4
overwhelming	1
own	3
oxasians,	1
oxford	1
oxford,	1
oxford.	3
pakistan	2
pakistan,	2
pandit	1
parliament	2
parliament,	2
parliament.	1
parliamentary	7
parsi	1
part	1
part,	1
participating	1
parties	4
parties.	1
parts	1
party	26
party,	1
party.	4
patronage	1
people.	1
performance	1
period	2
