	5
"atlas	4
"climax"	1
"co-ordinator"	1
"eddie"	1
"francisco	1
"hank"	1
"hank")	1
"hans	1
"man	1
"why	1
("animals")	1
("plants").	1
(corpses)	1
(dagny	1
(disambiguation)	1
(disambiguation)">	1
(known	1
(secretly	1
(which,	1
(with	1
(xylophone).	1
1974	1
20th	1
</doc>	2
<doc	3
a	31
abandoned	1
abandons	1
ability	1
about	2
absurdity	1
accepting	1
accepts	1
according	1
achieve	1
achievement,	1
achieves	1
act	1
actions	1
actress	1
actually	1
adherents,	1
admitted	1
advancing	1
adventures	1
affair	1
after	1
agree	1
aid	1
akston	1
akston,	1
all	3
alloy	1
almost	1
along	2
already	1
also	6
always	1
ambient	1
an	11
anatomy	8
anatomy,	3
anatomy.	2
and	45
andres	1
animals	1
animalâ€™s	1
antagonist.	1
antagonists.	1
antithesis	1
appear	1
appearance	1
appears	1
appreciating	1
approval,	1
are	3
argument	3
as	13
assistant	1
associated	1
associates,	1
at	10
atlas	2
attempt	1
attempts	1
attention	1
author's	1
authority	1
ayn	2
background	1
bankrupts	1
bar	1
barbara	1
basic	1
become	1
becomes	3
before	2
began	1
betraying	1
better"	1
bill	1
biologist	1
biology	2
blackmail	1
body	1
body.	1
book	2
book's	2
book,	2
both	1
branch	2
branden,	1
breakdown	1
breaks	1
brief	1
broadcast	1
broker	1
brother	1
brother,	1
brute	1
bureau	1
business	2
businesses	1
but	8
by	11
cadavers	1
cafeteria,	1
can	1
capable	1
capital	1
captive	1
captured	1
carcasses	1
carlos	1
cells.	1
central	2
century	2
certificate	1
chapter.	1
chapters	1
character	1
characterized	1
characters	6
characters">	1
characters.	2
charge	2
child	1
childhood	1
chose	1
clashes	1
classmate	1
closely	2
co-ordinator,	1
collapse.	1
colleague	1
comment	1
companies),	1
company	1
company,	1
comparative	1
compensation	1
complete	1
completely	1
concealed	1
concealed,	1
concerned	1
conclusion.	1
congress	1
considered	1
contradiction	1
conversations	1
copper	1
corrupted	1
could	1
country.	1
counts	1
courage	1
creation	1
creations.	1
creative	1
creator	1
cut	1
d'anconia	3
d'anconia".	1
d'anconia,	1
d'anconia.	1
dagny	10
dagny.	1
danneskjã¶ld	4
danneskjã¶ld's	2
danneskjã¶ld.	3
deceive	1
decisions	1
definition.	1
delivers	1
demise:	1
demonstration	1
depends,	1
deride	1
describing	1
desire	1
detriment	1
device	1
dictator	1
difficult	1
dines	1
discipline	1
discovers	1
dislikes	1
disloyalty.	1
dissatisfied	1
dissection	1
divest	1
divided	1
division	2
do	1
does	1
domingo	1
down	1
dr.	2
dramatically,	1
dubbed	1
each	1
earlier	1
easily	1
economic	2
eddie	3
eddie's	1
edwin	1
elderly	1
electric	1
electricity,	1
embryology	1
employees'	1
employment,	1
employs	1
encourage	1
endeavor.	1
ends	1
energy	1
engineer	1
enough	1
ensure	1
entitled	1
epitome	1
equalization	1
espousing	1
essential	1
europe.	1
eventually	1
every	1
evidence	1
evil,	1
evolutionary	1
examination	2
except	1
exceptional	1
expert	1
extracting	1
eyes	1
eyesight.	1
facets,	1
family	1
family's	1
famous	1
far	1
father	1
favours	1
ferris	6
ferris.	1
film	1
final	2
first	3
first)	1
floyd	1
followers,	1
following	2
for	16
force	1
forces	1
former	2
fortune	1
found	1
francisco	5
free.	1
friend,	1
from	7
full	1
functions	1
further	1
galt	6
galt's	5
galt,	3
galt.	2
generator	1
get	1
gift	1
give	1
given	5
gives	1
giving	1
gold	1
good.	1
grandfather	1
great	1
gross	2
group	2
habits	1
had	2
hank	8
has	2
have	3
he	26
helping	1
henry	3
her	5
her.	1
hero	2
hero,	1
heroes	1
hidden	1
him	1
himself	3
himself,	1
his	24
histology	1
history	1
horror	1
hosts	1
hugh	2
hugo's	1
human	3
husband's	1
iceland",	1
id="359"	1
id="661"	1
id="674"	1
identity.	1
illustrates	1
imaging	1
imaging.	1
important	3
improved	1
in	35
incapable	1
includes	1
including	2
income	1
incompetence,	1
incompetent	1
increasingly	1
industrialists.	1
influence	1
information	4
inheritance	1
initially	1
instinct,	1
institute	1
institute.	1
instrument	1
instruments	1
interviewed	1
into	3
invented	1
inventions	1
inventors	1
invents	1
involves	1
is	33
it	3
its	3
itself	1
j.	1
james	4
james'	1
john	5
kay	1
kept	2
knew	1
known	1
knows	1
largest	1
last	2
later	2
later,	1
leaders	1
leadership.	1
leads	2
lecture,	1
life	1
life:	1
likewise.	1
lillian	3
lillian,	1
line,	1
list	2
lives	1
lobbyist	1
logic,	1
longer	1
looters	1
looters,	1
looters.	1
love,	1
loyal	1
loyalty	1
ludlow	1
ludlow;	1
machine.	1
macroscopic	2
made	1
magnetic	1
maintains	1
major	2
makes	1
making	2
male	1
man	1
married	1
matches	1
may	2
means	1
medical	1
medicine.	1
menial	1
mental	1
mentor	1
metal	1
metal,	1
metal.	1
methods	1
microscopic	2
military,	1
mining	1
misfit	1
modeled	1
moral	1
most	4
mother.	1
motor	1
mouch.	1
much	3
name	2
national	1
no	1
nonetheless	1
not	2
novel	4
novel,	4
novel.	4
nuclear	1
number	1
objectivism.	1
occasions	1
of	81
often	1
on	7
once	1
one	6
one,	1
only	2
operation.	1
operational	1
operations	2
oppenheimer,	1
opportunity	1
opposes	1
optical	1
or	5
organisms	1
organs	1
other	1
others	1
others'	1
others.	1
out	1
outside	1
over	1
overcome	1
own	2
own.	1
owner	1
owns	1
paid	1
paragraph	1
part	1
part,	1
particular	1
parts	1
parts;	1
passes	1
patrick	1
payment.	1
peddler	1
people's	1
persevere	1
person	1
personal	1
perspective.	1
persuade	2
persuader,	1
perverted	1
philadelphia	1
philip,	1
philosophy	3
phylogeny.	1
phytotomy	1
pirate,	1
place	1
plan.	1
planning	1
position	3
possess	1
power.	1
presents	1
president	1
prestigious	1
primary	1
prodigy	1
productive	1
professor	1
progressive	1
project	2
project,	1
prominence	1
promise	1
properties	1
property	1
protagonist	1
protagonists.	1
prototype	1
prototype,	1
prototypical	1
prove	1
proving	1
published	2
publishes	1
put	1
ragnar	3
railroad	1
railroad,	1
railroad.	1
rand	3
rand's	2
reach.	1
reader	1
realizing	1
rearden	11
rearden),	1
rearden,	2
rearden.	3
reason	1
reasons	1
rebuild	1
recurring	1
refer	1
related	2
relationship	1
relief	1
relies	1
reluctantly	1
remains	1
represents	3
resonance	1
resources.	1
respect.	1
responds	1
responsible	1
restored	1
restricting	1
retired	1
return	1
reveal	1
rightful	1
rights	1
rises	1
robert	3
ruin	1
run	1
satisfaction,	1
saving	1
school,	1
science	2
sciences	1
sea,	1
sebastiã¡n	1
secondary	2
secretly	1
sections	1
seeks	1
seen	1
seizes	1
self-made	1
sell-out,	1
senior	1
sense,	1
sent	1
several	2
sex	1
sexual	2
sexually	1
she	2
shifts	1
ships	1
shrugged	2
shrugged",	1
shrugged".	2
shrugged."	1
side	1
sign	1
similar	1
since	1
sister,	1
sister.	1
situation,	1
skilled	1
skillful	1
so	1
social	1
society,	1
some	1
someone	1
something,	1
special	1
speech,	1
speed	1
squandered	1
stadler	1
stadler.	2
stainless	1
star.	1
state	2
states	2
states,	1
static	1
steel	3
steel).	1
still	1
stronger	1
structure	1
structures	1
structures,	1
student	2
study	3
subhuman	1
succeed	1
suffers	1
superficial	1
system	1
taggart	14
taggart,	1
taggart.	5
taggarts,	1
talents,	1
taxes	1
techniques	1
text.	1
than	1
that	6
the	112
their	5
them	1
theory	1
there	2
thereafter	1
they	1
think	1
think?"	1
third	1
this	6
this,	1
this.	1
those	2
through	2
throughout	2
time	1
tissues	1
title="anatomy">	1
title="argument	1
title="list	1
to	45
to:	1
top	1
torture	1
trading	1
traditional	1
transcontinental	1
transcontinental,	3
transcontinental.	3
treacherous	1
tribute	1
tries	1
true	1
twentieth	1
twice	1
type	1
ultrasound,	1
unaided	1
under	2
understanding	2
unification	1
united	2
unites	1
university,	1
unnamed	1
unsupportive	1
until	2
up	1
upon	1
url="http://en.wikipedia.org/wiki?curid=359"	1
url="http://en.wikipedia.org/wiki?curid=661"	1
url="http://en.wikipedia.org/wiki?curid=674"	1
usable	1
use	3
used	1
uses	4
using	1
valley	1
value.	1
various	1
very	1
vice-president	2
victor	1
view	1
views	1
wants	1
was	6
was,	1
washington,	1
wealth	1
weapon,	1
weapons.	1
were	1
wesley	1
when	3
where	3
wherein	1
which	5
while	1
who	9
whom	3
wife	2
will	1
willers	4
willers.	1
with	8
without	1
worked	2
worker	1
worker's	1
working	2
workings	1
works	3
world	2
world's	1
world,	1
world.	1
written	1
written,	1
x	2
x-ray,	1
years.	1
you	2
zootomy	1
