	5
"a"	1
"a",	1
"a".	1
"a"â =â 197),	1
"aardvark"	1
"afer"	1
"african	1
"anteater",	1
"any"	1
"atomic	1
"atomzahl"	2
"cape	1
"earth	1
"exactly"	1
"ground	1
"island	1
"least	1
"myorycteropus	1
"n"	1
"n",	2
"nuclear	1
"number")	1
"orycteropus	2
"orycteropus"	2
"orycteropus",	1
"plesiorycteropus"	2
"protyles")	1
"relative	1
"tubulidentata"	1
"vark"	1
"z"	6
"z").	1
"z",	2
"z".	2
"zahl"	2
(	1
("aarde"	1
("atomgewicht").	1
("z"â =â 13)	1
("z"â =â 79)	1
("z"â =â 79,	1
(];	1
(];)	1
(also	2
(alternate	1
(and	3
(atomic	3
(but	1
(called	1
(electrons	1
(element	1
(erdvark)	1
(from	1
(hafnium	1
(in	1
(k	1
(making	1
(moseley's	1
(or	1
(see	1
(similar	1
(simply	1
(such	1
(the	1
(these	1
(though	1
(to	1
(with	1
(x-rays)	1
+	2
+2,	1
1	2
1%)	1
100	1
118	4
126.9).	1
127.6)	1
15	1
1907	1
1911,	1
1913	1
1913.	1
1915	1
1915,	2
1917	1
1920	1
1932,	1
1932.	1
1947)	1
197	1
1970s,	1
1980s	1
1982,	1
19th	1
2001	1
2004.	1
2010,	1
25%	1
5	1
71)	1
79	2
79,	1
;	1
</doc>	2
<doc	3
=	2
a	42
aardvark	8
aardvark-like	1
aardvarks's	1
about	1
academies	1
academy	5
accomplished	1
achieved	1
afer")	1
africa	1
africa.	2
african	1
africanus"	1
afrikaans	1
afrotheria.	1
after	6
age.	1
aged	1
ahead	1
alain	3
algebras	1
algebras.	1
algeria	1
all	3
almost	2
alone	1
along	1
alpha	2
also	5
although	2
aluminum	1
always	2
american	1
among	1
an	20
anatomical	1
ancestors	1
and	58
animals	1
anodic	1
ant	1
anteater"	1
anteater,	2
antonius	1
ants	1
any	1
apparent	1
appearance	1
appeared	1
appeared,	1
applied	1
approximately	3
approximately,	1
april	1
are	5
areas	1
areas.	1
argon	1
arithmetic	1
around	1
arranged	1
as	19
assigned	1
at	7
atom	4
atom's	2
atom),	1
atom,	3
atom.	1
atom;	1
atomic	31
atoms	5
atoms,	2
atoms.	2
average	1
avoiding	1
awarded	1
awards	1
based	3
baum-connes	1
be	15
bear",	1
because	1
becomes	1
been	4
behavior.	1
being	4
believe	1
believed	1
besides	1
between	1
binding	1
bohr	3
bohr's	1
bohr-rutherford	1
bombarding	1
bonding	1
born	1
bound	1
brain	1
broek	1
broek's	2
broek.	1
bryan	1
burrowing	2
burrowing,	1
burrows	1
but	3
by	9
calculated	1
called	4
can	2
cancel	1
cape	1
case	1
case.	1
central	4
century.	1
certain	1
chadwick's	1
changed	1
characteristic	1
characteristics	1
charge	13
charge,	1
charges.	1
chemical	8
chemically	1
chemistry	3
chemists	1
claimed	1
classification	1
claws	1
close	1
closely	3
closest	1
cnrs	1
cobalt	1
cohomology	1
colloquially	1
collã¨ge	1
come	2
comes	4
common	1
compared	1
comparison	1
complete	1
completely,	1
composed	1
concern"	1
concluded	1
conclusion	1
condylarthra.	1
