	3
""alford"	1
"arraignment	1
"guilty",	1
"men	1
"nolo	1
"not	1
"stood	1
"strong	1
"time"	1
(36	1
(7	1
(black	1
(cmp)	1
(green	1
(in	1
(law	1
(lmp)	1
(maroon	1
(no	1
(or	3
(the	1
(who	1
10	1
11	2
11,	1
12	1
168	1
1960s.	1
1968	2
1968,	4
1969	1
20	1
21,	1
24	4
27,	1
28	1
48	2
72	1
8	4
8">	1
8's	1
8,	1
9,	1
96	2
</doc>	1
<doc	2
[...]	5
[consist	1
[of]	1
a	38
able	2
above)	1
accept	1
acceptable	1
accused	4
act	1
additional	1
addresses	2
adjacent	1
africa,	1
africa.	1
after	3
against	3
air	1
aldrin	3
all	1
alleged	1
allowed	2
allows	1
also	6
ambitious	1
among	2
amount,	1
an	7
an]	1
and	40
and,	1
anders	1
another	1
any	1
any,	1
anyone	1
apollo	12
apolloâ 8	2
apolloâ 8,	1
appear,	1
appearances	1
are	3
arguments	1
armstrong	1
arraigned	2
arraigned.	1
arraignment	17
arraignment,	2
arraignment.	2
arraignments	1
arrest,	2
arrest.	2
arrested	4
as	21
asked	1
assesses	1
assigned	4
associated	1
astronaut	1
astronauts	4
at	5
audio-visual	1
august	1
australia,	1
australia.	1
authorises	2
available,	1
back-up	1
backup	5
bail	1
bail.	1
bar)	1
be	12
became	2
been	2
before	7
before,	1
being	2
between	1
beyond	1
book	1
borman's	1
borman,	1
brand,	1
british	2
broadcast	2
brought	3
bull,	1
but	4
by	8
california,	1
call[]	1
called	2
calling	1
can	3
canada	1
canada.	1
canaveral	1
cannot	3
capcoms	1
cape	1
carr,	1
case	1
cases	1
cases,	2
center,	1
certain	1
cervical	1
character,	1
charge	1
charge.	3
charged	1
charged,	1
charges	2
charging	2
charlesworth	1
christmas	1
circumstances,	1
circumstances.	1
clerk	2
clifford	1
cmp	2
cmp.	2
collins	3
columbia,	2
command	3
command/service	1
commanded	2
commander	2
common-law	1
complete	1
conduct	1
conducted	1
conducting	1
conforms	1
consent	1
consent).	1
consisted	1
contendere"	1
contest)	1
control	2
control.	1
copy	1
costs	1
counsel.	1
country.	1
course	1
court	7
courtroom	1
courtroom.	1
courts	1
courts,	1
crew	9
crew's	1
crew,	4
crew.	2
crews	1
crime	2
crime.	1
criminal	4
csm-103	1
custody	3
d.	1
date	1
day	2
days	2
days)	1
december	4
decided	1
decides	1
deemed	1
defendant	13
defendant's	2
defined	1
delay	1
demanding	1
demands	2
depending	1
detain	1
detention	2
didn't	1
directly	1
director.	1
directors	2
disc	1
discipline.	1
document	1
down	1
drug	1
dure	1
during	6
e.	1
each	2
early	1
earth	7
earth's	1
earth-based	1
earth.	1
earthrise.	1
edwin	1
eleven	2
elliptical	1
end	1
engineer,	1
england	1
england,	1
enter	3
entered	1
entering	1
enters	1
era	1
especially	1
et	1
eve	1
even	1
event,	1
ever.	1
every	1
evidentiary	1
except	1
excluding	1
expected	1
experience	1
experienced	1
extra	1
f.	1
factors,	1
far	1
federal	2
few	1
first	14
flight	6
florida,	1
flown	1
fly	3
flying	1
following	1
follows.	1
for	23
force	1
form	2
formal	1
forte	1
france,	1
france.	1
frank	1
fred	1
french	1
from	4
fulfill	1
further	1
gemini	3
general	1
generally	2
genesis.	1
gerald	1
germany,	1
germany.	1
given	1
glynn	1
go	1
goal	1
guilty	6
guilty",	1
guilty,	3
had	3
haise	2
hard	1
has	1
have	1
having	2
he	3
he/she	2
hearing	2
hearing,	1
held	3
her	1
herniation	1
him	1
him,	1
his	3
holidays.	1
hours	10
hours,	2
hours.	1
however,	3
human	2
humans	1
id="649"	1
id="663"	1
if	10
imprisonment,	1
in	42
include	2
included	2
including	1
indictment	3
indictment.	2
individual	2
individual's	1
inform	1
informed	2
informing	1
initial	1
into	1
investigation	1
involved	1
involves	2
involving	1
ireland,	1
is	22
it	5
its	1
james	1
john	2
judge	6
july	1
jurisdiction	1
jurisdiction.	2
jurisdictions,	2
ken	1
kennedy	1
kennedy's	1
kingdom.	1
landing	1
last	2
latest	1
launch	1
launch,	1
launched	1
lawyer.	1
least	1
leave	1
leaving	1
led	1
legal	1
legally	1
link	1
lmp	1
lmp.	3
located	1
location	1
long	1
lovell	4
lovell,	1
low	1
lower	1
lunar	8
lunney	1
made	1
made,	1
magazine's	1
magistrate)	1
majority	1
make	1
man	1
manned	2
mattingly.	1
maximum	1
may	2
meant	1
medium	1
meetings	1
member	1
members	2
michael	1
milton	1
minutiae	1
mission	8
mission)	1
mission,	3
mission.	1
missions	1
mitigating	1
module	7
module.	2
monday.	1
monitoring	1
months	1
moon	1
moon,	2
moon.	1
more	4
most	3
moved	1
must	4
mute")	1
named	1
navigator,	1
need	1
needs	1
neil	1
new	1
no	1
non-astronaut	1
non-commander,	1
northern	2
not	10
not-guilty	1
ocean.	1
of	54
offence	1
offences	1
offender	2
offenders	1
offenders.	1
offense,	1
officer	1
often	1
on	16
one	6
onto	1
open	1
or	12
orbit	2
orbit,	2
orbit.	1
orbital	1
orbited	1
organised	1
organizations	1
originally	4
out	4
over	1
p.	1
pacific	1
passes	1
past,	1
paved	1
peine	1
pending	1
people	2
peremptory	1
performed	1
personnel	1
pia,	1
pilot	4
place	2
places	1
placing	1
planet,	1
planned	1
planned,	1
planning,	1
plea	2
plea"	1
plea.	5
plead	2
plead."	1
pleads	3
pleas	4
pleas.	1
police	7
population.	1
position	1
possible	1
post-indictment	1
practicable.	1
pre-shuttle	1
pre-trial	2
preliminary	1
preparation,	1
presence	1
president	1
presiding	1
previously	1
prime	3
principles:	1
problems	1
procedure,	1
proceed.	1
process	3
process.	1
program	1
program,	1
prosecutor	2
proved	1
provide	1
province	1
public	1
public,	1
punishable	1
punishment").	1
puts	1
rank	1
rarity	1
rationale	1
reach	1
read	1
reading	4
reasons	1
refused	1
refuses	1
release	1
release.	1
released	2
remain	1
repair.	1
replaced	1
require	1
required	2
requires	1
requisite	1
response	1
responsible	1
retain	1
return	1
return.	1
returned	2
right	2
rising	1
rocket	1
rocket's	1
role	2
rotated	3
rule	1
rules	1
s.	1
safely	1
safety	2
said	1
saturnâ v	1
scheduled	1
second	3
security	1
see	2
sentence.	1
served	1
set	2
setting	1
shall	2
she	1
shifts,	1
shorter	1
should	1
side	1
silence.	1
so	1
some	3
soon	2
sooner	1
south	2
space	2
spacecraft	4
spacecraft,	1
spaceflight	3
specific	2
splashed	1
staffs.	1
stage	1
stages	2
stages.	1
stand	2
states	2
states.	1
station.	1
subject	1
subsequently	1
successful	1
suffering	1
superintendent	1
support	2
surgery	1
system	1
systems,	1
take	1
taken	1
takes	2
team),	2
team).	1
teams	2
technology.	1
television	1
ten	1
terrorism,	1
terrorism-related	1
test	2
testify	1
than	4
that	4
the	165
their	6
them	2
them.	1
then	1
thereto.	1
these	1
they	6
third	1
this	6
three	3
three-astronaut	1
thus	1
thus,	1
time	3
time,	3
times	1
title="apollo	1
title="arraignment">	1
to	53
today	1
took	1
total),	1
trafficking	1
trained	1
trained.	1
training	1
transport	2
transportation	1
transportation.	1
travel	2
trial	1
trial,	2
trial.	2
tv	1
twice	1
two	2
u.s.	1
under	1
unique	1
united	4
unless	1
unnecessary	1
unready	1
until	1
up	3
upon	3
url="http://en.wikipedia.org/wiki?curid=649"	1
url="http://en.wikipedia.org/wiki?curid=663"	1
use	2
used	1
using	2
usual	1
usually	1
vance	1
varies	1
vary	1
vast	1
verses	1
video	4
videoconferencing	1
vii	1
wales,	2
warrant,	1
was	23
watched	1
way	1
weekend	1
weekends	1
well	1
went	1
were	2
what	1
when	3
where	3
whether	2
which	2
while	2
who	3
whole	1
why	1
will	3
william	1
windler	1
with	5
within	3
without	6
witness	1
wording	1
xii.	2
year"	1
year's	1
york,	1
â€”	2
