	7
"convulsion"	1
"fit"	1
"its	1
"now	1
"seizure".	1
"strict	1
"vulcan".	1
$.5m	1
(15.5%	1
(21.8%	1
(59.4%	1
(ceo)	1
(cpb)	2
(e.g.	1
(hypothetical	2
(npr),	1
(pbs)	1
(pbs).	1
0.55	1
14	1
15	2
15.	1
1840,	1
1843,	1
1843.	1
1859,	1
1967	1
1967,	2
1967.	1
1969,	1
1970,	1
19th-century	1
20	1
2002	1
2003	2
2004	1
2005	1
2005,	3
2005.	1
2007	1
2010	3
2014,	1
2015,	1
3,	1
43	1
5.7	1
7,	1
90%	1
</doc>	3
<doc	4
["sic"]	1
a	48
abilities	1
abilities.	1
able	1
about	4
according	1
accounted	1
accumulated.	1
across	2
act	4
activities.	1
activity	1
address	1
adherence	1
advances	1
advised	1
advisory	1
affairs	1
affected.	1
against	1
agenda	1
agenda.	1
aggregate	1
air	1
albert	1
all	6
alleged	1
allow	1
almost	1
also	5
amount	2
an	6
analyses	1
and	44
and,	2
angered	1
annual	2
another	1
any	5
appoint	1
appointing	1
appropriation	2
arago,	1
arcseconds	1
are	11
argument	1
arising	1
around	2
as	16
associations).	1
asteroid	1
astronomical	1
astronomy	4
astronomy">	1
astronomy,	1
astronomy.	2
at	1
attempting	1
au	1
audiences	1
away	1
axis	2
b.	1
balance	2
balance".	1
balance,	1
balance.	1
based	2
be	6
became	1
because	1
been	3
believed	1
between	3
bias	1
bias,	1
bill	1
bite	1
blackout,	1
bladder.	1
blood,	1
board	5
board,	2
board.	1
body	2
body,	1
body.	1
both	1
bowel/bladder	1
brain	3
brain.	2
branch	2
breathing,	1
brief	1
brightest	1
broadcasters	2
broadcasting	10
broadcasting">	1
broadcasting.	1
budget	2
but	2
by	26
call	1
called	2
came	1
can	4
cannot	1
cause	3
caused	5
causes.	1
century.	1
certain	1
cessation	1
chair	1
chairman	2
characterized	1
charge	1
chemicals	1
claimed	1
classical	1
close	1
clothing/jewelry,	1
code	1
cognition.	1
cognitive	1
collaborated	1
collapsing.	1
colleague	1
combination	1
commissioning	1
common	3
community	1
complained	1
complications	1
composed	2
composition	1
concerned	1
concerns	1
condition	1
