	1
"a	3
"ad	1
"aka"	1
"almost	1
"ample	1
"and	1
"annus	1
"ashes	1
"born	1
"champion	1
"cricketarchive"	2
"cricketers	1
"cricketing	1
"double"	1
"full	1
"he	1
"i	3
"in	1
"indian	2
"it	1
"learn	1
"lillywhite's	1
"match	1
"my	1
"no	1
"nonpareil")	1
"nonsuch"	1
"notoriously	1
"now	1
"our	1
"play	1
"punch"	1
"reminiscences"	1
"scorning	1
"spread	1
"the	10
"thenceforward	1
"this	1
"versus"	1
"w.	2
"wisden"	1
("n�e"	1
(1.88	1
(148	1
(18	1
(1864	1
(1865–1906),	1
(1870–99),	1
(1880–99),	1
(1899)	1
(1900–04).	1
(95�kg)	1
(coming)	1
(fred	1
(he	1
(i.e.,	2
(mcc)	1
(mcc),	1
(mcc;	1
(the	1
(to	1
(usee)	1
(usee;	1
,	1
0	2
1	1
1,000	5
1,016	1
1,068.	1
1,151	1
1,474	1
1,498	1
10	3
10/49	1
100	2
103,	1
104	1
105	1
11	2
114	1
116,	1
12	2
122	1
13	1
13,	1
134	1
14,	1
14.50;	1
15	2
152	1
153)	1
15�stone	1
169	1
17	1
173	1
177	1
179	1
18	3
18,	1
180	1
1817.	1
1820.	1
1831	1
1845	1
1846,	1
1848	2
1850,	2
1850s,	1
1854	1
1857,	2
1859,	1
1859.	1
1860	3
1860s	1
1861,	1
1861:	1
1862,	1
1863,	1
1864	3
1865	2
1865–99),	1
1866,	3
1867.	2
1868	2
1868,	3
1868.	1
1869,	2
1869.	1
1869–1904),	1
1870	1
1870,	2
1870–76)	1
1871	1
1871,	1
1871.	1
1872	2
1872).	1
1873	2
1873.	1
1873–74,	1
1874	2
1875	1
1876	1
1877,	1
1877.	1
1878	2
1878,	1
1879	2
1879,	1
1879.	1
1880	1
1880,	1
1880s	1
1881.	1
1882,	2
1882.	1
1883,	1
1884.	1
1886	1
1886;	1
1888,	1
1889.	2
1890	1
1890s	1
1891	1
1891,	1
1891–92	1
1891–92,	1
1895	1
1895.	1
1896,	1
1898	1
1898,	1
1899	1
19.76.	1
1904	1
1906	1
1908	2
1908,	1
1908.	1
191	1
1914).	1
1915)	1
2	1
2,000	1
2,346	1
2,739	1
20	3
20.	1
20–22	1
22.	1
224	1
23	1
24	1
25,	1
25.	1
257,	1
268,	1
27	1
278	1
28	1
28.77	1
283	1
288,	1
29	1
2–1.	1
3	1
30	1
31	1
318	1
32	1
344	2
39.57,	1
42	1
43	1
44	1
440-yard	1
5	4
51	1
51.00	1
52	1
52,	1
56	1
6	1
6�ft	1
7	1
73	1
78.25	1
8	1
8/23.	1
839	1
9	1
<doc	1
a	105
about	1
absence	1
acclaimed	1
accompany	1
according	2
account	2
accounted	1
achieved	4
acquired	1
across	1
activities	2
acumen.	1
addition,	1
adds	1
admired	1
adopted	1
aee)	1
after	8
afterwards,	2
again	2
against	14
age	1
age,	2
aged	3
aggregate	2
agility,	1
agreed	1
aimed	1
albert	1
alfred	3
alice.	1
all	10
all-england	4
all-rounder,	1
all:	2
allowed	1
along	1
already	1
also	2
also:	1
altercation	1
altham,	2
although	6
always	2
am	2
amateur	2
amateurs;	1
america.	1
an	18
analysis	2
and	134
and,	6
another	6
answer	1
answering	1
any	1
anyone	1
apart	2
apologised).	1
appear	1
appearance	3
appearances	5
appearances.	1
approached	2
april	1
are	2
arranged	2
arrival	1
arrived	3
arthur	1
as	33
aside.	1
ask	1
asked:	1
association	1
at	41
atmosphere	1
attacks.	1
attempting	1
attended	1
attraction	1
august	2
august.	2
auspiciously	1
australia	5
australia,	1
australia.	1
australian	3
australians	7
australians,	1
australians.	1
authorise.	1
autumn	1
avail	1
average	5
averaged	1
