	3
"[i]f	1
"a	14
"alienate	1
"apology".	2
"apology":	1
"careful	1
"court	1
"details	1
"for	1
"generally	1
"have	1
"human	1
"i	1
"in	1
"involved	1
"justification	1
"modest	2
"new	2
"not"	1
"people	4
"regard	1
"somewhat	1
"springs	1
"swift's	1
"technique	1
"the	6
"there	1
"to	1
"trap"	1
"two	1
'melancholy'	1
'modest	1
'the	1
'till	1
(american	1
(arrogated	1
(british	1
(or	2
(renamed	1
(since	1
(which	3
(who	1
1706).	1
1728	1
1729.	1
1844	1
18th	4
1947),	1
</doc>	1
<doc	2
a	68
a.	1
able	1
about	3
absentees	1
absurdity	1
abuses,	1
account	1
accusing	1
acquaintance	1
acting	1
action	1
actually	1
addressing	1
admit	1
adopts	1
affinity	1
affirmed,	1
after	1
against	2
age	1
agreement	1
all	2
allow	1
allowed	1
allusion	1
allusions	1
almost	1
already	2
also	5
although	1
always	1
american	1
among	1
an	20
analysis	1
and	79
animal	1
animals,	1
animals.	1
animosities	1
anonymously	1
another	1
another.	1
any	3
apparent	1
appeal	7
appeal.	1
appealed	1
appealed,	1
appealing	1
appeals	13
appeals"	2
appeals),	1
appeals,	1
appeals.	2
appellant's	1
appellate	22
applies	1
approach	1
approved	1
are	8
argued	3
argues	6
argues,	1
argument	4
argument,	3
argumentative	1
arithmetician"	1
article	1
arts,	1
as	23
aspects	1
assumptions	1
at	11
attack	1
attacking	2
attempt	2
attitudes	3
author	1
authority	2
authors	1
authors'	1
babies	1
bacon.	1
bad	1
baked,	1
baker	2
based	3
bastard	1
be	10
bear	1
because	1
been	3
before	2
beggars	1
being	6
believed	1
believes	1
below	1
beneficial	1
benefits	1
best	1
between	6
biography	1
bitter	1
boiled;	1
bold	1
book	1
both	4
brilliantly	1
bring	1
brought	3
burlesque	1
burthen	1
but	5
buy	1
by	16
c.	1
calculating	1
calculations	2
called	1
can	6
can-do	1
cannibalism	2
care	1
carried	1
case	1
case,	1
case.	1
case;	1
caseload	1
cases	1
cases,	2
cautious	1
central	1
century	2
century,	1
century.	1
certain	1
charles	1
cheat	1
child	2
children	3
children"	1
children,	1
children."	1
children—tertullian	1
christianity.	1
circuit,	1
citizens	1
citizens.	1
city	1
claims	1
class.	1
clothes,	1
come	1
command	1
commodified,	1
commodities".	1
commodity	1
commodity".	1
commodity.	1
commonly	2
company".	1
comparative	1
compared	1
conceit	1
concept	1
concerning	1
condition,	1
conditions	2
confessed	1
connecticut	2
consciences	1
consider	2
consistence,	1
contest	1
continuance	1
contrast	1
control	1
conventional	1
conventional,	1
conventionally	1
cool	1
correct	2
costly,	1
could	3
counters	1
country	3
country,	3
courses,	1
courses.	1
court	35
court"	1
court">	1
court's	2
court),	2
court,	3
court.	4
court;	2
courts	11
courts,	5
courts.	3
create	3
crime	2
criminal	2
criticising	1
criticism	1
critics	2
critique	1
cruelty	1
cure-all	1
curing	1
daniel	1
day	1
dealing,	1
dear,	1
decide	1
decisions	4
defense	1
defoe's	1
defoe.	1
degrade	1
degree	1
dehumanising	1
delicious	1
delight	1
denying	1
depending	1
depravity	1
derived	1
derives	2
describe	1
describes	1
designing	1
detached	1
detachment	1
details	1
details.	1
determination	1
determinations,	1
determine	1
determining	1
detest	1
devise	1
devoured	1
did	1
differ	2
different:	1
diligent,	1
dire	1
direct	1
directed	1
directive	1
directly	1
disappeared	1
disciplines	1
discretionary	1
dislike	1
dispassionate	1
distinguish	1
divided	1
division.	1
do	1
does	1
donald	1
doubt	1
during	1
earlier	2
early	4
earnestly	1
ease	1
easily	1
eat	1
eaten	1
eating	1
economic	7
economics	1
economy	1
economy.	1
edmund	1
effort	1
element	1
emotion	1
emphasis	1
empowered	1
engineering	1
england	1
england.	1
england’s	1
english	4
english)	2
enhance	1
enormous	1
enough	1
equally	1
erecting	1
error	1
errors	7
especially	1
essay	7
even	2
ever	2
