	1
"alco	1
"chicago	1
"extremely	1
"gen	1
"iodine	1
"nautilus"	1
"necessary"	1
"neutron	2
"one	1
"prompt	1
"real	1
"the	1
"world's	1
"xenon	1
"zero	1
'briquettes'.	1
'pseudospheres'	1
(2	1
(20%	1
(5%	1
(7.2â ã—â 1013	1
(cea)	1
(doe)	1
(electrical)	1
(electrical).	2
(especially	1
(far	1
(gif)	1
(hence	1
(in	1
(later	1
(light)	1
(like	1
(located	1
(often	1
(one	1
(power)	1
(provided	1
(some	1
(ssn-571)	1
(termed	1
(the	1
(u-235)	1
(water	1
(with	1
(written	1
0.65%	1
0.8â kw	1
100â kw	1
10â years	1
17	1
19	1
1932.	1
1933.	1
1938	1
1939	2
1939,	1
1942	1
1942.	1
1943.	1
1944.	1
1951	1
1953.	1
1954	1
1955.	1
1956	1
1960.	1
2	2
2.4â ã—â 107	1
20	1
200	1
2000	1
2000.	1
2003,	1
200â kw	1
27	1
30	1
3:25â pm.	1
450	1
50	1
5â mw	1
6.57	1
74.8%	1
8	1
9.2	1
<doc	1
a	66
able	1
about	5
absorb	2
absorbed	1
absorbing	2
absorbs	2
absorption	2
account	1
accumulate	1
accumulation	1
achieve	1
achieved	1
achievement	1
acid)	1
action	1
acts	3
addition	1
adjusted	1
admiralty	1
advanced	1
affect	1
after	2
after,	1
air	1
albert	1
alert	1
all	1
allow	1
allows	2
alloys,	1
alpha-on-beryllium	1
also	5
alternator	1
although	1
am-1	1
amount	1
amounts	1
an	7
and	34
another	1
anticipated.	1
applied	1
approximately	1
arco,	1
are	17
are:	1
argonne	1
army	1
around	3
artificial	1
as	23
assembly	1
at	10
atomic	5
atomique	1
atoms	2
august	1
automatic	2
available	2
away	1
bare	1
barium	1
be	13
because	1
become	1
been	3
beginning	1
beryllium,	1
besides	1
between	1
blocks,	1
blow	1
boil	1
boiled	2
boiling	1
bomb	1
bombardment	1
bombs	1
boric	1
boron	1
brief	1
brought	1
built	1
burn-cycle	1
burnable	1
burned	1
burning	1
burnoff	1
but	4
by	34
calder	1
called	1
came	2
camp	1
can	7
cannot	1
capacity	1
capacity,	1
carried	2
cause	3
causing	1
cents.	1
century	1
cesium-135,	1
chain	9
chain-reactivity	1
change	2
changes	1
charged	1
chernobyl	1
chicago	3
chicago,	1
circulated	1
civil	1
civilian	1
claim	1
classification	3
classifications.	1
classified	1
clock	1
coal	1
coal).	1
commented	1
commercial	1
commissariat	1
commission	1
committee,	1
common	3
commonly-used	1
components	1
components.	1
concept	1
conditions	1
conditions.	1
conjunction	1
considerable	1
constructed	2
continues	1
continuous	1
control	10
control.	1
controlled	2
controlling	1
conventional	1
conventionally	1
conversion	1
convert	1
converted	2
coolant	5
coolant,	1
coolant/moderator	1
cooling	1
cooling.	1
core	3
core;	1
could	1
countries	1
create	1
created	1
critical	4
criticality	4
criticality,	1
d.	1
day	1
day,	1
decay	2
decays	2
december	4
deeper	1
delay	1
delayed	6
delivered	1
dense	1
dense,	1
density	1
department	1
describing	1
design	1
designs	1
destroy	1
detected	1
detects	1
determine	1
developed	1
developing	2
development	1
device	1
devices	1
did	1
difficult	1
diplomacy	1
direction	1
directly	1
disaster.	1
discovered	1
discovered.	1
discovery	2
dissemination	1
district	1
do.	1
doing	1
dollar",	1
dollars"	1
don't	1
down	2
down,	1
down.	2
drive	2
dubbed	1
during	1
dwight	1
each	1
early	3
ebr-i,	1
effective	1
einstein	3
einstein-szilã¡rd	2
eisenhower	1
either	1
electrical	4
electricity	3
electricity.	1
elements	1
embedded	1
emergency	1
emission	2
employ	1
energy	10
energy,	1
energy.	2
england	1
enough	1
enriched	1
enrico	1
entry	1
envisioned	1
europe.	1
events,	1
eventually,	1
exactly	1
example	1
excess	1
experiences	1
experimental	2
exponential	1
extra	2
extracting	1
failure	1
famous	1
far	1
fast	3
fermi	1
fermi)	2
fermi,	1
few	1
fewer	1
filed	1
first	9
fissile	2
fission	15
fission,	2
fission.	6
fissionable	1
fissioning	1
fissioning,	1
fissions.	1
fluid	1
follow	1
followed,	1
following	3
for	34
force	1
form	1
form,	1
formerly	1
forms.	1
forum	1
forward.	1
fossil	1
franklin	1
free	1
french	1
frischâ€“peierls	1
fritz	1
from	12
fruition;	1
fuel	3
fuels,	1
further	3
fusion	1
future	1
gamma	1
gas	1
gas),	1
general	1
generally	2
generate	4
generated	1
generates	3
generates.	1
generation	2
generation.	3
generators.	1
genâ ii	1
genâ iii	1
germany	1
giving	1
go	1
government	2
government.	1
gradually	1
graphite	2
had	5
hahn	1
half	1
half-life	2
hall	1
hanford	1
harnessing	2
has	1
have	6
having	1
he	1
heat	6
heat,	1
heating	1
heating.	1
heavy	2
high	1
higher	1
highly	1
him,	2
his	3
hitler's	1
hours	1
hours)	1
hours.	1
how	1
however,	3
howitzer")	1
human	1
hungarian	1
hydrocarbons	1
id="22151"	1
idaho.	1
idea	3
ideas	1
if	4
ii	1
ii,	1
immediately	1
impetus	1
important	1
in	52
include	1
incorporate	2
increase	1
increased	1
increases	1
industrial	2
initial	1
initially	1
initiate	1
insert	1
inserted	1
inspiration	1
institutions	1
international	1
interpolated	1
intervention.	1
into	7
invaded	1
iodine	1
iodine-135	1
iodine-135,	1
is	28
isotopes	2
issuance	1
it	11
it.	1
its	2
iv	1
iv"-term	1
january	1
joules	2
june	1
just	1
keeping	2
key	2
kilogram	4
kinetic	1
knew	1
known	6
l'ã‰nergie	1
laboratory.	1
land-based	1
large	2
largest	1
last	1
late	1
later	3
launch	1
launched	1
lead	1
led	2
less	4
letter	3
level	1
levels	1
leã³	1
life	1
life.	1
light	1
lighter	1
like	1
likely	1
liquid	2
lise	1
little	1
lives	1
lmfbr	1
load's	1
london.	1
long	2
long-lived	1
longer	1
longer-lived	1
lose	1
lost	1
lower	1
made	5
maintain	1
make	1
makes	1
making	2
manhattan	2
manual	2
many	2
marine	1
mass	2
material	1
material,	1
material.	1
maud	1
may	2
means	1
mechanical	2
mechanism.	1
mediated	1
medical	1
meitner,	1
meltdown	1
memorandum	2
mentioning	1
metal	1
method	1
methods	1
methods;	1
military	3
million	1
milliseconds	1
minutes,	1
moderator	2
moderator,	1
moderator.	2
moderators	2
molten	1
monitoring	1
more	8
most	3
moving	1
much	1
museum	1
must	1
mw	1
mw)	1
mw).	1
name)	1
national	1
natural	1
navy	1
nazis	1
near	1
nearly	1
need	1
needed	1
neutron	13
neutron,	1
neutron-absorbing	1
neutron-mediated	1
neutron-rich	1
neutrons	18
neutrons")	1
neutrons,	1
neutrons.	3
never	2
nevertheless	1
new	4
no	1
normal	1
normally	2
not	4
now	1
nuclear	44
nuclei,	1
nuclei.	1
nucleonics	1
nucleus	2
number	4
numerical	1
obninsk	1
october,	1
of	69
officially	1
officials	1
often	2
on	10
on.	1
only	1
opened	1
operated	1
operating	1
operators	1
opportunity	1
or	14
originally	1
other	5
otherwise	1
otto	1
out	1
outline	1
output	3
output,	1
output.	1
over	1
passed	1
past	1
patent	2
peace	1
per	2
physical	1
physically	1
pile	2
pile,	2
pile-1,	1
pile-4",	1
pit.	1
pit."	1
plans.	1
plant	2
plant"	1
plant,	1
plants	2
plutonium	1
plutonium-239	1
plutonium.	1
pm-2a"	1
point	1
point.	2
points	1
poison	4
poison"	1
poison,	1
poison.	1
poisoning,	1
poisonous	1
poisons	2
poland	1
political	1
portable	1
portion	2
possibility	1
possibility.	1
power	19
power-stations	1
powerful	1
presence	1
president	2
pressured	1
pressurized	3
previously	1
previously,	1
previously.	1
primary	1
principle	1
procedure	1
process	7
process.	1
processes	1
produce	5
produced	6
produced.	1
produces	1
product	2
production	2
products	1
products),	1
program	1
project	3
project,	1
project.	1
prompt	2
propellers	1
properly	1
propulsion	2
proved	1
provided.	1
purpose	2
purposes	1
pursue	1
pushing	1
quest	1
radiation,	1
range	1
reaches	1
reaction	6
reaction,	3
reaction.	2
reactions	2
reactivity	2
reactor	28
reactor">	1
reactor's	1
reactor,	2
reactor.	2
reactors	18
reactors)	1
reactors),	1
reactors).	1
reactors,	3
reactors.	2
reactors:	1
realized	1
reason	1
reasoned	1
reasons	1
received	1
reduce	1
refer	1
refueling.	1
regular	1
relatively	1
release	1
released	6
releases	1
releasing	1
remainder	1
remained	1
replace	1
replaced	1
reported	1
required	2
research	2
research.	1
residue,	1
restarted.	1
restarting	1
result	1
revealed	1
rod	3
rods	3
rods.	1
roosevelt	2
run	2
run,	1
runs	1
safe	1
salt	1
same	2
scale	1
scientist	1
scram	1
secrecy.	1
sellafield,	1
sensitive	1
separated	1
several	3
ship's	1
ships.	1
short	1
shortly	2
shut	5
signed	1
signs	1
simple	1
since	1
site	2
six	1
skepticism	1
small	1
so	3
sodium)	1
solid	1
some	7
sometimes	1
soon	1
sought	1
source,	1
soviet	1
speech	1
splits	1
stage,	1
starting	2
state	2
state),	1
stated	1
states	1
station,	1
steam	5
steam.	1
steamed	1
step	1
strassmann	1
structure	1
studies	1
study	1
submarines)	1
subsequent	1
subsumed	1
succeeded	1
such	3
sufficient	1
suggested	1
suggesting	1
support	1
supported	1
sure	1
surge	1
sustained	1
system	1
systems	4
szilard	2
szilã¡rd	3
szilã¡rd's	2
szilã¡rd)	1
szilã¡rd,	1
team	1
technologies.	1
technology	1
technology.	1
temperature	2
temporary	1
tends	1
test	1
than	4
that	20
the	149
their	1
them	1
then	3
there	5
thereafter,	1
therefore	3
thermal	6
these	6
they	2
this	10
thought	1
thought.	1
three	1
through	1
time	2
time";	1
time,	1
times	1
title="nuclear	1
to	56
today	1
together	1
too	1
total	1
transient".	1
transmuted	1
trigger	1
tube	1
turbine	1
turbines	1
turbines,	1
turbines.	1
turn	2
turns	1
two	1
two,	1
type	1
type",	1
types	5
types.	1
u.s.	11
uk	1
uk,	1
un	1
under	1
undergo	1
union.	1
united	1
university	1
unsafe	2
until	1
unworkable.	1
up."	1
upon	1
uranium	5
uranium's	1
uranium-235	3
uranium-oxide	1
url="http://en.wikipedia.org/wiki?curid=22151"	1
us	1
usable	1
use	3
use,	1
used	11
uses	2
using	2
uss	1
usually	1
variously	1
versus	1
very	1
via	1
walter	1
war	2
war,	1
war.	1
wartime	1
was	22
washington	1
water	8
way	2
ways:	1
weapons-grade	1
weapons.	1
week;	1
well	1
were	3
when	5
where	2
which	19
while	1
who	1
will	5
with	8
within	2
without	1
wood,	1
worked	1
working	3
world	2
world's	1
world.	1
worldwide.	1
would	2
xenon	1
xenon-135	4
xenon-135)	1
xenon-135,	2
xenon-135.	2
xenon-136,	1
year	3
years	2
yet	2
zinn	1
zone	1
â€”	2
ã 	1
