	3
"agricultural	1
$7,500	1
'goods'.	1
(aesc).	1
(ansi,	1
(asa).	1
(combined	1
(for	1
(iec),	2
(iso),	1
(nescc).	1
(nist)	1
(renamed	1
(such	1
(ues).	1
(usasi).	1
(usnc).	1
(veterinary	1
)	1
125,000	1
1887,	1
18th-century	1
1904	1
1906,	1
1917	1
1918,	2
1919,	1
1928)	1
1928,	1
1931,	1
1947	1
1960s	1
1966,	1
1969.	1
2009,	1
3.5	1
44	1
9,500	1
</doc>	1
<doc	2
a	13
above,	1
academic	1
acceptance	1
accessible	1
accordance	1
according	1
accreditation	2
accrediting	1
accredits	2
act	3
activities.	1
addition	1
additional	1
administers	2
adopted	2
adoption	1
advances	1
advocates	1
aesc	2
affect	1
affiliated	1
after	1
agencies	1
agencies,	2
aggregates	1
agnew,	1
agricultural	19
agriculture	7
agriculture,	3
agriculture.	1
agronomy,	2
agrophysics,	1
aiee,	1
all	1
almost	1
also	3
ambitious	1
america	1
american	8
among	1
an	4
analysis,	1
and	69
animal	1
animals	1
animals,	1
annual	2
another.	1
ans,	1
ansi	12
ansi's	2
any	1
anywhere	1
applied	1
approaches	1
appropriate.	1
approximately	1
architecture,	1
are	12
area	1
areas	1
areas.	2
around	1
artificial	2
as	18
asa	2
asme.	1
aspects	1
association	1
assume	1
at	1
avian	1
b.	1
back	1
balance,	1
balancing	1
be	4
became	3
because	3
become	1
been	3
began	2
behest	1
being	2
better	2
between	1
biology	1
biosafety	1
biotechnology	2
biotechnology.	1
bodies,	1
bodies.	1
both	1
broad	1
budget	2
built.	1
but	3
by	6
c	1
camera	1
cameras	1
can	4
carry	2
certification	1
characteristics	1
characteristics,	1
chemical	1
city.	1
clear	1
clifford	1
climate,	1
closely	2
collaborative	1
commerce	1
commission	2
committee	3
committees	1
common	1
companies	1
companies,	1
complexity	1
components	1
comprises	1
computer	1
concepts:	1
concern	1
concerned	1
confused.	1
consensus	2
consensus,	1
considered	1
consisted	1
consistent,	1
constituents	1
consumer	1
consumers.	1
consumption	1
coordinate,	1
coordinates	1
coordination	1
corporations,	1
countries,	1
cover	1
cow	1
crises	1
crisis.	1
crop	1
crop's	1
crops	2
culture,	1
current	1
data	1
dated	1
dc.	1
debate.	2
decompose,	1
decrease	1
deeper	1
defense	1
defined	1
definition.)	1
definitions	1
department	1
departments	1
depending	1
designates	1
designation.	1
determines	1
develop	3
developed	3
developing	4
development	4
development,	1
diagnostics,	1
different	2
dimension	1
disease	1
dod)	1
does	1
driven	1
due	1
dues	1
during	1
each	1
early	1
economic	2
economic,	1
ecoregions,	1
education	1
electrical	1
electronics	1
electrotechnical	2
else.	1
emergence	1
encompasses	1
encourages	1
energy	1
engineering	4
engineering,	2
ensure	2
entire	1
environment	2
environment,	1
environment.	1
environmental	1
environmental,	1
equitable,	1
essentially	1
exact,	1
exactly	1
example,	1
exceeded	1
exception	1
excluded	1
executive,	1
expenditures	2
facilitating	1
fact,	1
farmers'	1
farming.	1
fee-based	1
feed	1
feel	1
fees,	1
fertile	1
fertilizer	2
fertilizer.	2
fertilizers	1
few	1
field	2
field,	1
fields	2
fields,	1
fields.	1
film	1
find	1
first	2
five	2
food	2
for	14
formation	1
formed	3
forward	1
foundation	1
founded	1
founding	5
from	5
funded	1
g.	1
general	1
genetic	3
genetically	1
genomics,	1
germany.	1
globe.	1
good	1
government	4
green	1
gregor	1
groups,	1
growth	1
had	3
harmonize	1
has	1
hatch	2
have	3
head	1
headquarters	1
health	1
high	1
higher	1
history	1
history.	1
how	1
however,	1
human	4
human-nature	1
id="572"	1
id="659"	1
identify	1
identify,	1
iec,	2
illustrate	1
immobilized	1
impact	1
importance	1
improve	1
improved	1
improving	1
in	46
include	3
including	3
increasingly	1
individuals.	1
industrial	1
industry.	1
influenza,	1
initiative	1
inputs	1
instances,	1
institute	9
institute">	1
institute's	1
integrated	1
intensification	1
intensive	1
interaction	3
interactions	1
interest	1
interests	1
international	12
internationally,	1
intervention	1
invited	1
involves:	1
involving	1
is	12
iso	2
issues	1
it	4
its	2
itself	1
join	1
joint	1
key	1
know	1
knowing	1
landscape	1
largest	1
led	1
lepage,	1
lies	1
linked	1
little	1
living	1
loan	1
local	4
locally.	1
located	1
mad	1
made	2
major	1
making	1
management	1
management,	1
many	5
markers,	1
market	1
matter.	1
may	1
meet	1
member,	2
members	1
members.	1
membership	2
mendel's	1
microorganisms.	1
might	1
million	1
modern	1
modified	1
modify	1
molecular	2
months	1
more	3
most	1
multidisciplinary	1
n	1
name	1
national	11
natural	2
natural,	1
nature,	1
nature.	1
navy	1
need	3
nescc	1
never	1
new	4
next	1
nine	1
nitrogen	1
non-essential	1
non-material	1
non-profit	1
not	3
nuclear	2
of	54
office	1
official	1
often	3
oldest	1
on	4
on:	1
one	3
ongoing	1
openness,	1
operating	1
operations	1
or	5
organic	1
organisms)	1
organisms:	1
organization	4
organization's	1
organization.	1
organizations	2
organizations,	4
organizations.	1
originally	1
other	2
others	1
others.	1
out	1
outputs	1
oversees	2
own	1
panels	1
panels.	1
panels:	1
part	1
participates	1
parts	1
paul	1
people	3
performance	1
period,	1
permanent	1
personnel	2
pest	1
philosophy	1
physiological	1
phytosanitary	1
place	1
plant	1
plants,	1
policy	1
population	2
positions	1
possible	1
possible,	1
practice	1
precision	1
present	1
preventing	1
prior	1
private	2
problems	2
procedures	2
process	1
process.	2
processes,	1
processing	1
product	1
production	5
productivity,	1
products	5
products,	1
products.	1
professionals.	1
program	2
programs,	1
programs.	1
progress	1
promotes	1
promoting	1
properties	1
protection	1
provide	1
provided	1
psychological	1
public	1
publications,	1
quantities	1
questions	1
quicken	1
raised	1
ratio	1
rebuild	1
recent	1
recently	1
reducers	1
references	1
referred	1
regional	1
related	1
relevant	1
religion	1
relying	1
reorganized	1
representative	1
representatives	1
represents	1
requirements	3
requires	1
research	4
residue,	1
resources	1
respect	1
respond	1
responsive	1
revolution	1
revolution,	1
roots,	1
safety	1
sale	1
same	3
science	8
science".	1
science">	1
science,	2
science.	4
science:	1
sciences	5
scientific	3
scientists	1
secretary	1
seek	2
selecting	1
services,	2
several	1
shifted	1
signifies	1
since	1
slightly	1
smith-hughes	1
so	1
social	2
societies	1
societies:	1
society	1
soil	3
solution	1
something	1
specific	3
staff	2
stakeholders.	1
standardization	1
standards	36
standards,	2
standards.	3
started	1
states	1
states,	2
states.	1
statistical	1
storage),	1
strongly	1
studied	1
subgroups.	1
subjects	1
such	4
system	1
system.	1
systems	1
systems,	1
systems.	1
take	1
taken	1
takes	1
technical	2
techniques,	1
technological	3
technologies,	2
technology	1
technology,	1
temporarily	1
term	1
terms	2
terms,	1
tested	1
than	2
that	19
the	105
theoretical	1
there	1
these	5
these,	1
they	4
think	1
this	2
those	1
though	1
three	1
through	1
tied	1
time	1
tissue	1
title="agricultural	1
title="american	1
to	34
tools	1
total,	1
traditional	1
transition	1
treatment	1
two	3
u.s.	8
understand	2
understanding	3
united	5
url="http://en.wikipedia.org/wiki?curid=572"	1
url="http://en.wikipedia.org/wiki?curid=659"	1
us	1
use	5
used	4
usnc,	1
vaccines,	1
various	1
via	1
vocational	1
voluntary	3
war,	1
was	7
washington,	1
waste	1
way.	1
weather,	1
well	1
wellbeing	1
were	1
when	2
where	2
which	4
while	2
who	2
whole	1
will	1
with	7
work,	1
works	1
world's	1
worldwide.	1
year	1
years	1
years.:xxi	1
yield	1
yields	1
york	1
