	1
"carolina"	2
"carolus").	1
"cohee".	1
"cold	1
"cuenca".	1
"graveyard	1
"lost	2
"old	1
"queen	1
"sounds":	1
"tar	1
"the	1
$115â million.	1
()	1
(11â€“14â â°c)	1
(6â€“3â â°c)	1
(8â€“12â â°c)	1
(edward	1
(flagship	1
(it	1
(later	1
(latin:	1
(then	1
(via	1
(âˆ’5â â°c)	1
1	1
1,000	1
1,500	1
10,000	1
10,000.	1
100	2
1000	3
11	1
120	1
125,000	1
13	1
150	1
1526.	1
1540.	1
1567	2
1568,	1
1580s,	1
1584,	1
1587;	1
1650,	1
1655.	1
1660.	1
1663,	2
1665,	1
16th	2
16th-century	1
17	2
17,	1
1700s,	1
1710,	1
1712,	1
1718	1
1718,	1
1718.	1
1722,	1
1729.	2
1738	1
1766.	1
1767	1
1771.	1
1780â€“81.	1
1788	1
1789,	1
1792	1
18	1
18,	1
1800,	1
1810,	1
1831,	1
1835	1
1861,	1
1865,	1
1870,	1
1874	1
1876,	1
1876.	1
1896	2
1898	1
1898,	1
1899	1
18th	3
1901.	1
1903.	1
1954.	1
1964	1
1965	2
1970s,	1
1986	1
1989,	1
1990s,	1
1992	1
1993	1
19th	2
20,	1
20,000	1
200	1
200,	1
2011,	1
20sâ â°f	1
20th	2
20â tornadoes	1
21,000	1
21st	1
24	1
28th	1
2nd	1
3	3
30	2
300	2
30sâ â°f	1
35%;	1
4	2
40	2
40s	1
40sâ€“lower	1
45%	1
50	2
500â€“700	2
50sâ â°f	1
60	1
6684	1
6699	1
7,800	1
80	1
89	1
90	1
9th	1
<doc	1
a	60
a.d.	2
abolished	1
about	1
above	1
according	1
across	1
act	4
action,	1
activity	1
ad	1
ad,	1
add	2
addition,	1
additional	1
advanced	1
affected	1
affiliated	1
african	4
african-american	2
africans	1
after	9
agriculture	3
agriculture,	1
agriculture.	1
aground	1
air	1
akin	1
albemarle	3
aldermen.	1
alfred	1
algonquian-speaking	2
all	4
all.	1
allied	1
allowed	1
alone	1
along	3
also	5
although	5
altitude,	1
ambush	1
america,	1
american	9
americans	5
americans,	2
americans.	1
among	3
an	6
anchored	1
ancient	2
and	126
anne's	1
annual	1
annually	1
annually,	1
another	2
any	3
appalachian	4
appalachians	1
appealing	1
appear	1
april	1
archaeological	1
are	12
area	9
area,	1
area.	2
areas	5
areas,	3
areas.	2
army	1
arose	1
around	2
arrive	1
arrived	1
arriving	1
as	39
asheville.	1
at	18
atlantic	11
atlantic";	1
attacked	1
attacks	1
attempt	2
attempted	1
attested	1
attracted	2
august	1
available.	1
average	3
average,	2
averages	4
averaging	2
balsam	1
bandera	1
banking	1
banks	1
banks,	1
barrier	1
base	2
based	4
basin.	1
basins	1
basins,	1
basins.	1
battle,	1
battles.	1
batts	1
be	6
beaufort	1
became	9
because	4
become	4
becoming	1
been	3
before	5
began	4
began.	1
beginning	1
being	2
believe	1
below	3
bern	1
better	1
between	4
biotechnology,	1
biracial,	1
black	12
blackbeard	1
blackbeard),	1
blacks.	2
blizzard	1
blue	3
boon	1
border	1
bordered	1
borders	1
borders.	1
born	3
both	2
break	2
bring	1
britain,	1
britain.	2
british	2
broken	1
brothers,	1
brush	1
brushy	1
build	2
building	2
built	6
bureau	1
burned	1
business	1
but	11
by	32
cahokia,	1
can	6
candidates	2
cape	4
capital	4
capital,	3
captain	1
captured	1
carolina	43
carolina">	1
carolina's	6
carolina,	4
carolina.	4
carolinian	1
carolinians	1
carpetbaggers	1
caste.	1
catawba,	1
catawba.	2
category	1
cause	1
caused	1
causing	1
ceded	1
census	1
center	2
center.	1
centers,	1
central	2
century	2
century,	4
century.	3
ceremonial	2
changed	1
chapel	1
characteristics	1
charles	5
charlotte	3
charlotte,	1
charlotte.	1
charter	3
cheraw,	2
cherokee	1
cherokee,	2
chiefdom	2
chiefly	2
child	1
children	1
chosen	1
chowan	1
chowanoke,	2
christmas	1
cities	5
cities.	2
citizens	1
city	3
city,	1
civil	4
claim	2
classifies	1
climate	6
climate.	2
coalition	2
coast	3
coast,	3
coast.	3
coastal	17
coastal,	1
colder	2
colonial	4
colonies	2
colonies,	1
colonies.	1
colonists	3
colonization	1
colonize.	1
colony	8
colony"	2
colony.	1
