	3
"inverse	1
"n"	1
(+1),	1
(an	1
(both	2
(but	1
(column)	1
(cs),	1
(disambiguation)	1
(disambiguation)">	1
(e.g.	1
(fr).	1
(francium	1
(fro2)	1
(further	1
(h),	1
(isobars)	1
(k),	1
(li),	1
(lif)	1
(lif).	1
(lii)	1
(lioh)	1
(magnesium's	1
(na),	1
(or	1
(paraffin	1
(proton	1
(rb),	1
(the	3
(this	1
(uue),	1
(which	1
+1	3
+1,	1
+1.	1
+1.:28	1
+7	1
0.012%	1
1	2
12-coordinate	1
137cs	3
1925.	1
2005,	1
20th	1
26	1
3	1
30.17�years,	1
4	1
4,	1
6	1
6p	1
6s	1
7s	3
87	1
</doc>	1
<doc	2
[cs(h2o)12]+	1
[k(h2o)8]+	1
[li(h2o)4]+	1
[li(h2o)4]+:	1
[m(h2o)"n"]+,	1
[na(h2o)6]+	1
[rb(h2o)8]+	1
a	49
aberdeen	3
ability	1
able	3
abnormally	1
about	1
abundance,	1
abundant,	1
accident	1
accident.	1
accidents,	1
accurate	1
acting	1
activation	2
adding	1
addition,	1
additionally,	2
affected	1
affecting	1
affects	2
affinity,	1
after	3
aggressively	1
agree	1
air	2
air,	1
air-conditioners.:76	1
alienation	1
alkali	66
alkalide	2
alkalides	3
alkalides,	2
alkaline	2
all	25
allowed	1
allows	2
almost	2
along	1
also	16
also,	1
although	3
always	4
among	3
amount	1
amounts	1
an	19
analogous	2
and	91
anhydrous	1
anion	1
anions	4
anions.	1
anomalous,	2
another	1
antiprismatic	1
antiquity.	1
any	2
appear	1
application	1
applications	1
applications.	1
approach	1
aqua	2
aqueous	2
are	46
around	1
as	35
at	4
atmospheric	1
atom	10
atom,	1
atomic	17
atomisation	3
atoms	3
attached	2
attain	1
attempt	1
attract	1
attracted	6
attraction	4
away	1
barium-137.	1
basis	1
be	30
became	1
because	18
becomes	1
been	8
before	2
behaviour	1
behaviour.	1
being	7
belong	1
beneficial	1
beryllium	1
best	1
beta	3
beta-stable	1
between	4
beyond	1
binding	1
biological	1
body,	1
body-centered	2
boiling	3
bond	4
bond).	1
bond,	1
bond.	1
bonding	2
bonding.	1
bonds	2
both	3
bound,	1
bringing	1
broken	1
bromide	1
but	8
by	10
caesium	7
caesium's	1
caesium)	1
caesium,	3
caesium-134	1
caesium-137	2
caesium-137,	1
caesium.	1
caesium.):1729	1
calculations.	1
can	4
cancelled	1
cannot	2
capture	1
care.	1
cation	2
cations	1
cations,	1
cations.	1
cations.:28	1
causing	3
century,	1
chains.	1
change	3
character,	1
character.	2
characteristic	1
charge	11
charge,	1
charge.	1
chemical	7
chemical.	1
chemically	1
chemistry	4
chernobyl	3
chloride	2
chloride,	1
chlorine	6
city	1
claim	1
clear	1
clearly	1
clocks	1
clocks,	1
close	2
closely	1
closer	3
coloured	1
colours	2
combination	1
common	2
commonly	1
comparable	2
complexed),	1
compounds	7
compounds.	1
comprise	1
conducted	1
conductivity.:75	1
configuration	3
configuration,	1
considerable	1
considered	1
consisting	1
constitutes	1
contact	1
contain	1
contraction	1
contrast	1
contributions	1
conversely,	1
cooling,	1
coordinated	1
coordination	5
copper	1
cosmogenically,	1
covalent	6
covalent,	1
crystal	2
crystalline	1
crystallize	2
cs+fr−,	1
csfr	1
cubic	2
cut	1
dative	1
decay	4
decay,	1
decay.	1
decreases	2
decreases.	2
decreasing	5
dehumidifiers	1
deliquescent.	2
delocalised	1
dense	2
densities	2
densities,	1
density)	1
derivatives	1
describes	1
despite	2
determined	1
deviate	1
diagonal	1
difference	1
differences	3
different	2
difficult	1
difficulty	2
directly	1
disaster.	1
discovered	2
discovery	2
displacement	1
display	2
disposed	1
disrupts	2
dissociation:74	1
dissolve	1
distance	3
distinctive	2
does	4
dominated	1
donating	1
down	15
dropped	1
due	17
during	1
dynamic	1
each	6
early	1
earth	1
ease	1
easier	1
easily	3
effect	2
effect,	1
effective	6
effects	3
effects,	1
effects.	1
efficient	1
either	2
electric	3
electrical	1
electrides,	1
electrolytes,	1
electron	31
electron,	1
electron.	1
electronegative	1
electronegativities	1
electronegativity	3
electronegativity,	2
electronegativity.	1
electrons	14
electrons,	1
electrons;	2
electropositive	2
element	4
element,	1
element.	1
elemental	1
elements	6
elements,	3
elements.	2
elements;	1
emits	1
emitter	1
encountered	1
energies	5
energy	18
energy,	1
energy.	1
energy.:76	2
energy;	1
enough	4
entity.:25	1
entropy,	2
environment	1
equal	2
essential	1
essential,	1
established	1
even	3
even).	1
even-even	1
even-even,	1
even-numbered	1
even-odd	1
eventually	1
example	2
example,	3
except	4
exception	3
exception:	1
exceptions	1
excited.:75	2
excluding	1
exhibiting	1
exhibits	1
exist.	1
existence	1
expected	5
experimentally	1
experiments	1
explained	1
explosion	1
exposing	1
extreme	1
extremely	2
face	1
factor	2
factors	2
factors:	1
failure.	1
falls	1
faster	1
feasibly	1
feel	1
feels	4
feels.	1
few	2
fewer	2
filled	2
finally	1
first	15
first,	1
fission	1
five	1
flame	2
fluoride	3
followed	1
for	16
form	11
form,	1
formation	1
formed	1
forming	3
forms	4
formula	1
found	4
fractions	1
francium	8
francium's	3
francium,	1
francium.	2
free	2
from	21
fuel	1
full	1
fully	1
functional	1
further	1
fusion	2
gamma	1
gas	5
gaseous	2
general,	2
given	1
gives	3
going	4
goi�nia	1
gold).	1
golden	1
great	2
group	11
group)	2
group,	5
group.	6
groups,	1
h+na−	1
had	1
half-life	1
half-lives	1
halide	2
halides,	1
halogens	1
handled	1
harmful.	1
has	14
have	28
having	3
heats	3
heavier	4
held	4
hence,	3
here	1
hexaaqua	2
high	13
high-energy	1
higher	6
highly	3
homologous	1
homologues.:1729–1733	1
however,	3
hundred	1
hydrated	1
hydration	4
hydride",	1
hydride,	1
hydrogen	4
hydrologic	1
hydroxide	4
hydroxides	1
hygroscopic:	1
id="632"	1
id="666"	1
if	3
in	69
increase	7
increased,	1
increases	3
increasing	6
indicate	3
influence	1
inner	4
instability	1
instance,	2
interest	1
interpreted	1
into	2
iodide	1
ion	6
ion,	1
ion-pairs,	1
ion.	2
ion.:126–127	1
ionic	7
ionisation	16
ionization	1
ionizing	3
ions	4
ions,	3
is	78
isolation,	1
isotope	1
isotope,	1
isotopes	4
it	17
its	13
itself.	1
iupac	1
just	1
kerosene	1
kingdom.	1
knife	1
known	5
lamp,	1
large	3
larger	2
latter	1
least	1
leaving	1
left	1
length,	1
less	7
li+	5
lies	1
light	2
light.	1
lighter	3
like	1
likely	1
lime	1
limited.	1
lithium	24
lithium's	2
lithium,	2
lithium-6	1
lithium.	2
lone	1
long	1
long-lived	1
loosely	4
lose	2
losing	1
loss	1
low	5
low.:1729	1
lowest	1
lowest-mass	1
lustre	1
magnesium	2
main	1
major	1
make	2
makes	2
making	3
many	1
mass	4
may	6
means	1
measures	1
medium-lived	1
melting	3
member	1
members	1
met	1
metal	16
metal">	1
metal,	3
metallic	3
metals	44
metals,	4
metals.	4
metastable	1
mgme2).	1
mineral	1
mistaken	1
modern	1
moisture	1
mole	2
molecular	1
molecule	4
molecules	5
molecules.	1
monoisotopic	1
more	18
most	16
move	1
moving	4
much	5
must	5
na+h−:	1
natural	5
naturally	3
naturally,	1
nature.	1
nature:	1
nearly	1
negative	2
net	1
neutron	3
neutrons.	1
never	2
next	2
nitride,	1
no	1
noble	1
nomenclature,	1
nominally	1
non-relativistic	1
normally	1
not	17
notably	1
ns1	2
nuclear	14
nuclear.	1
nuclei	4
nuclei,	1
nucleons	1
nucleus	3
nucleus,	2
nucleus.	2
nucleus;	1
nuclide,	1
